Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1123.28,1173.2,1050.69,1064.6,991.93,1027.55,1331.75,1877.19,2363.12,2079.42,GSPL
Raw Material Cost,,,,,,,,,,,GSPL
Change in Inventory,,,,,,,,0.02,,,GSPL
Power and Fuel,3.59,4.25,4.93,5.88,7.51,7.81,7.94,8.21,9.57,9.0,GSPL
Other Mfr. Exp,36.65,41.67,55.55,59.12,50.98,57.06,86.99,204.64,634.56,465.48,GSPL
Employee Cost,19.69,24.71,28.71,35.56,36.12,38.84,43.2,64.55,61.91,59.16,GSPL
Selling and admin,19.83,30.32,29.64,35.59,29.91,35.16,34.24,44.56,58.08,49.45,GSPL
Other Expenses,9.81,0.27,2.91,0.3,1.38,0.37,11.59,11.87,24.95,29.41,GSPL
Other Income,47.4,66.09,55.07,39.23,65.64,88.2,73.47,58.58,64.74,69.24,GSPL
Depreciation,181.9,186.11,183.87,189.23,182.91,179.14,175.04,179.98,194.58,203.0,GSPL
Interest,130.19,126.26,141.85,117.83,79.92,59.58,35.41,219.2,164.45,92.92,GSPL
Profit before tax,769.02,825.7,658.3,660.32,668.84,737.79,1010.81,1202.78,1279.76,1240.24,GSPL
Tax,246.96,287.58,239.15,249.96,223.48,241.15,342.38,408.11,171.04,316.0,GSPL
Net profit,522.06,538.12,419.15,410.36,445.35,496.64,668.43,794.67,1108.73,924.24,GSPL
