Report Date,2012-03-31 00:00:00,2013-06-30 00:00:00,2014-09-30 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,68.89,11.31,,,1.14,3.23,33.78,47.76,33.41,53.7,KREBSBIO
Raw Material Cost,38.84,5.35,,,1.77,1.34,17.12,20.99,19.18,25.62,KREBSBIO
Change in Inventory,-0.14,0.6,,,1.63,0.42,4.42,-2.11,3.32,-0.32,KREBSBIO
Power and Fuel,18.79,6.24,1.87,0.28,2.87,0.7,8.62,11.7,10.28,15.91,KREBSBIO
Other Mfr. Exp,2.47,1.56,0.05,0.67,1.71,1.22,4.79,4.27,6.95,10.48,KREBSBIO
Employee Cost,9.17,9.55,0.96,2.03,6.16,6.2,12.05,15.0,15.14,15.88,KREBSBIO
Selling and admin,5.09,1.73,0.7,0.75,2.64,1.95,2.87,3.24,3.43,2.81,KREBSBIO
Other Expenses,-1.83,0.66,0.44,1.17,0.02,0.24,0.25,0.21,0.31,0.25,KREBSBIO
Other Income,2.76,6.14,0.15,2.96,1.31,-0.33,-1.01,0.44,0.37,0.62,KREBSBIO
Depreciation,9.66,8.28,,1.87,4.49,4.23,4.15,4.4,4.68,5.12,KREBSBIO
Interest,8.66,0.63,0.08,4.03,0.74,3.49,5.17,6.29,6.0,6.28,KREBSBIO
Profit before tax,-19.34,-15.95,-3.95,-7.84,-16.32,-16.05,-17.83,-20.01,-28.87,-28.35,KREBSBIO
Tax,-1.9,-0.74,0.4,,,,,,,,KREBSBIO
Net profit,-17.44,-15.2,-4.35,-7.84,-16.32,-16.05,-17.82,-20.01,-28.87,-28.36,KREBSBIO
