Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1149.7,1177.93,1135.91,1534.89,1329.01,1255.89,1303.87,1318.98,1066.39,1086.86,FMGOETZE
Raw Material Cost,464.75,468.0,432.61,604.92,505.14,415.67,419.82,473.73,355.28,377.24,FMGOETZE
Change in Inventory,24.41,11.08,20.55,33.27,-5.3,-8.1,-8.49,28.34,-21.45,-18.22,FMGOETZE
Power and Fuel,67.09,74.13,75.07,99.62,84.18,84.12,90.18,87.35,70.86,68.78,FMGOETZE
Other Mfr. Exp,167.47,195.65,157.58,195.66,147.73,168.57,166.34,172.75,126.59,132.5,FMGOETZE
Employee Cost,213.31,235.11,236.16,319.5,284.61,273.84,286.33,297.57,285.08,289.26,FMGOETZE
Selling and admin,124.74,129.85,130.97,167.94,140.33,94.21,119.77,105.34,83.17,77.33,FMGOETZE
Other Expenses,26.28,21.29,21.41,43.0,19.94,26.89,20.14,18.96,19.88,19.76,FMGOETZE
Other Income,16.69,13.0,20.61,36.28,33.62,25.73,24.35,27.78,23.06,-20.44,FMGOETZE
Depreciation,53.66,61.94,66.14,89.37,75.18,76.43,73.43,81.51,88.63,79.59,FMGOETZE
Interest,24.86,29.88,26.78,36.97,28.42,20.68,10.94,9.46,5.41,3.18,FMGOETZE
Profit before tax,48.64,-13.84,30.35,47.46,71.8,113.11,132.78,128.43,33.1,0.56,FMGOETZE
Tax,11.18,2.52,9.78,16.1,27.79,38.97,49.83,45.92,3.26,-0.2,FMGOETZE
Net profit,37.46,-16.36,20.59,31.36,44.01,74.14,82.95,82.51,29.84,0.77,FMGOETZE
