Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,141.5,170.78,204.91,218.3,222.84,230.65,327.11,370.17,410.01,656.98,BAJAJHCARE
Raw Material Cost,110.11,137.22,166.34,130.65,128.77,131.5,215.43,245.33,268.32,377.19,BAJAJHCARE
Change in Inventory,-2.57,-2.14,1.72,-1.35,0.51,-3.15,0.15,3.3,5.09,-0.7,BAJAJHCARE
Power and Fuel,,,,13.42,14.12,16.79,19.81,21.83,24.24,24.96,BAJAJHCARE
Other Mfr. Exp,,,,23.43,24.19,21.05,22.44,26.17,29.79,66.31,BAJAJHCARE
Employee Cost,10.0,10.91,,14.45,16.93,19.57,21.65,24.62,28.18,34.55,BAJAJHCARE
Selling and admin,,,,5.56,6.01,5.68,5.68,7.31,8.0,12.91,BAJAJHCARE
Other Expenses,7.58,7.72,20.95,0.6,3.2,2.02,2.82,5.11,8.29,3.98,BAJAJHCARE
Other Income,0.11,0.12,0.1,0.06,0.3,2.35,2.07,0.8,6.53,6.9,BAJAJHCARE
Depreciation,5.61,8.11,8.95,8.86,9.29,11.35,11.08,11.41,12.12,16.12,BAJAJHCARE
Interest,4.69,6.33,7.2,8.02,7.64,8.2,7.73,8.32,6.63,8.34,BAJAJHCARE
Profit before tax,1.05,-1.53,3.29,12.02,13.5,13.69,22.69,24.17,36.06,118.82,BAJAJHCARE
Tax,0.4,-0.48,1.32,4.5,5.29,5.87,7.5,7.86,10.82,35.71,BAJAJHCARE
Net profit,0.65,-1.06,1.97,7.51,8.2,7.82,15.19,16.31,25.24,83.11,BAJAJHCARE
