Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,389.8,146.58,1.03,0.9,0.66,1.48,0.7,2.03,,,EQUIPPP
Raw Material Cost,379.91,142.22,0.99,0.83,0.61,1.38,0.66,1.99,,,EQUIPPP
Change in Inventory,-0.21,,,,,,,,,,EQUIPPP
Power and Fuel,0.07,0.09,0.07,0.01,0.01,,,,,,EQUIPPP
Other Mfr. Exp,2.21,0.08,0.72,,,0.02,0.02,0.02,,,EQUIPPP
Employee Cost,1.32,0.77,0.26,0.23,0.31,0.32,0.31,0.16,0.1,0.07,EQUIPPP
Selling and admin,0.76,4.31,0.27,0.1,0.24,0.26,0.14,0.31,0.07,0.22,EQUIPPP
Other Expenses,1.06,0.97,10.11,0.01,0.03,0.06,,,,0.99,EQUIPPP
Other Income,1.25,-1.92,-0.04,0.07,-2.61,0.07,0.49,-0.12,,13.96,EQUIPPP
Depreciation,0.48,0.58,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,EQUIPPP
Interest,1.21,2.4,2.73,3.18,2.04,0.51,0.51,0.54,0.13,,EQUIPPP
Profit before tax,3.82,-6.76,-14.28,-3.4,-5.2,-1.01,-0.46,-1.12,-0.31,12.67,EQUIPPP
Tax,1.36,-0.29,,,,,-0.36,-0.43,,,EQUIPPP
Net profit,2.47,-6.46,-14.28,-3.4,-5.2,-1.01,-0.1,-0.68,-0.32,12.67,EQUIPPP
