Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,676.99,715.99,711.71,722.2,749.54,707.23,738.29,837.96,791.13,608.25,DICIND
Raw Material Cost,478.65,502.37,534.3,560.36,525.28,491.73,553.41,668.09,557.14,428.89,DICIND
Change in Inventory,6.78,1.71,-0.81,0.78,-1.13,5.93,3.26,11.65,-21.72,2.13,DICIND
Power and Fuel,11.13,12.68,15.17,15.27,15.18,13.96,13.08,13.46,11.82,8.38,DICIND
Other Mfr. Exp,49.65,53.69,16.4,17.13,19.34,20.27,30.82,35.99,34.09,23.48,DICIND
Employee Cost,41.2,43.43,43.95,49.07,49.01,58.04,60.18,64.36,69.68,75.42,DICIND
Selling and admin,43.72,48.49,53.51,60.82,59.93,63.94,56.28,49.79,47.83,33.08,DICIND
Other Expenses,11.74,10.45,19.78,21.11,20.86,23.26,15.61,19.23,28.54,116.22,DICIND
Other Income,3.53,0.39,0.86,-19.5,3.76,6.34,-9.47,14.55,12.98,202.59,DICIND
Depreciation,8.82,10.09,12.19,12.65,17.39,15.31,15.59,13.3,11.17,14.72,DICIND
Interest,4.2,5.4,4.47,6.29,4.88,2.17,2.9,5.83,4.66,1.9,DICIND
Profit before tax,38.19,31.49,11.99,-39.22,40.3,30.82,-15.79,-5.89,17.46,110.88,DICIND
Tax,11.74,9.99,-0.54,-8.33,10.58,7.97,-4.0,3.44,-0.99,24.98,DICIND
Net profit,26.45,21.5,12.54,-30.89,29.71,22.84,-11.79,-9.32,18.45,85.9,DICIND
