Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2427.95,2427.95,2427.95,2427.95,2369.67,4739.34,9478.69,9414.16,9181.04,9181.04,IOC
Reserves,55448.75,58696.36,63564.13,65542.02,85764.64,94989.38,100692.33,99476.47,84587.83,101319.0,IOC
Borrowings,75400.24,80834.37,86217.6,55245.01,52880.19,54819.5,58030.38,86358.72,116544.98,102327.49,IOC
Other Liabilities,76582.81,86194.78,99487.68,96793.92,79623.38,104794.37,112693.21,119333.89,100962.3,121415.67,IOC
Total,209859.75,228153.46,251697.36,220008.9,220637.88,259342.59,280894.61,314583.24,311276.15,334243.2,IOC
Net Block,59846.8,60632.73,62948.79,66251.47,91346.97,107879.49,113927.32,118707.83,133681.8,143399.94,IOC
Capital Work in Progress,13687.89,26230.32,33879.24,36323.5,21025.08,10737.82,14348.43,23598.96,29737.75,33052.13,IOC
Investments,18678.46,18671.22,23594.19,23899.49,37181.4,47304.6,47488.26,49939.97,39138.56,48619.41,IOC
Other Assets,117646.6,122619.19,131275.14,93534.44,71084.43,93420.68,105130.6,122336.48,108718.04,109171.72,IOC
Total,209859.75,228153.46,251697.36,220008.9,220637.88,259342.59,280894.61,314583.24,311276.15,334243.2,IOC
Receivables,9725.47,11257.32,11022.92,6758.17,7548.6,8502.37,10116.52,15457.83,12844.09,13397.68,IOC
Inventory,56829.2,59448.53,64840.08,45703.28,38872.82,62370.19,65464.51,71640.6,63863.21,78377.13,IOC
Cash & Bank,307.01,503.29,2608.53,115.62,512.94,86.5,83.39,87.65,589.11,1668.27,IOC
No. of Equity Shares,2427952482.0,2427952500.0,2427952500.0,2427952482.0,2427952482.0,4855904964.0,9711809928.0,9414158922.0,9414158922.0,9414158922.0,IOC
New Bonus Shares,,,,,,,4855904964.0,,,,IOC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,IOC
