Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1416.47,1477.75,1431.9,1467.75,1503.98,1593.94,1637.91,1873.63,1782.97,1353.55,SANGAMIND
Raw Material Cost,751.52,834.34,827.27,855.34,842.81,953.22,975.58,1080.25,1021.96,715.87,SANGAMIND
Change in Inventory,-15.3,16.84,11.12,7.37,22.23,41.72,30.75,-16.52,13.13,-27.39,SANGAMIND
Power and Fuel,109.95,142.64,138.58,155.52,157.92,172.93,231.27,247.55,228.81,157.47,SANGAMIND
Other Mfr. Exp,254.72,164.03,129.9,80.21,94.09,83.46,73.24,78.56,90.34,72.31,SANGAMIND
Employee Cost,83.99,95.75,107.21,120.65,144.36,164.55,177.75,192.25,195.04,152.1,SANGAMIND
Selling and admin,40.45,49.05,49.89,53.21,58.6,82.6,79.3,85.82,92.16,90.67,SANGAMIND
Other Expenses,5.45,0.19,1.16,1.08,2.15,3.12,4.23,10.21,6.45,14.38,SANGAMIND
Other Income,5.3,11.89,12.52,10.67,24.3,23.34,25.23,9.01,8.48,9.82,SANGAMIND
Depreciation,67.85,76.98,74.32,80.4,76.19,72.58,77.05,80.48,81.0,80.52,SANGAMIND
Interest,66.53,68.67,66.06,67.22,63.96,63.59,62.82,66.54,68.65,49.23,SANGAMIND
Profit before tax,26.01,74.83,61.15,72.16,110.43,62.95,12.65,24.46,20.17,3.43,SANGAMIND
Tax,8.93,23.53,20.65,20.59,33.39,8.11,-17.8,8.85,6.87,-1.95,SANGAMIND
Net profit,17.08,51.3,40.5,51.57,77.04,54.84,30.45,15.61,13.3,5.38,SANGAMIND
