Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.24,11.24,11.24,11.84,11.98,11.98,11.98,12.0,15.1,20.1,ASTRAL
Reserves,174.37,230.61,303.54,601.21,720.21,824.25,936.82,1069.7,1316.6,1625.0,ASTRAL
Borrowings,88.7,89.46,136.49,160.87,170.45,172.19,115.57,196.4,121.6,29.2,ASTRAL
Other Liabilities,200.73,207.4,232.26,277.8,321.66,308.17,366.91,506.9,488.4,547.8,ASTRAL
Total,475.04,538.71,683.53,1051.72,1224.3,1316.59,1431.28,1785.0,1941.7,2222.1,ASTRAL
Net Block,155.05,205.5,277.64,284.61,361.15,409.13,448.65,685.9,822.3,874.9,ASTRAL
Capital Work in Progress,12.37,11.29,2.85,21.42,8.07,17.25,64.67,77.5,42.6,52.2,ASTRAL
Investments,1.92,1.92,10.67,271.48,336.39,335.91,337.59,339.9,338.8,333.5,ASTRAL
Other Assets,305.7,320.0,392.37,474.21,518.69,554.3,580.37,681.7,738.0,961.5,ASTRAL
Total,475.04,538.71,683.53,1051.72,1224.3,1316.59,1431.28,1785.0,1941.7,2222.1,ASTRAL
Receivables,102.49,104.69,142.48,188.82,180.73,266.51,221.18,223.3,139.1,179.9,ASTRAL
Inventory,125.52,148.12,189.23,204.61,211.77,196.43,265.13,299.6,422.1,360.4,ASTRAL
Cash & Bank,35.0,11.4,1.05,7.09,45.61,14.86,38.23,61.9,71.0,323.7,ASTRAL
No. of Equity Shares,22476112.0,22476112.0,56190280.0,118365079.0,119750283.0,119766565.0,119766565.0,119806565.0,150662206.0,200907768.0,ASTRAL
New Bonus Shares,,,,,,,,,,,ASTRAL
Face value,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ASTRAL
