Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1536.29,1481.22,1822.07,1776.1,2183.39,2534.02,3278.53,2754.46,3352.87,4142.47,DHAMPURSUG
Raw Material Cost,1182.0,1542.47,1366.03,1377.84,1687.85,1890.06,2318.68,2395.03,2558.08,2881.57,DHAMPURSUG
Change in Inventory,39.68,521.76,-69.63,-19.93,-1.07,216.65,-255.73,503.8,-28.6,-332.46,DHAMPURSUG
Power and Fuel,4.21,6.33,5.54,3.73,7.02,15.85,21.35,8.37,8.83,4.63,DHAMPURSUG
Other Mfr. Exp,68.14,82.82,100.51,103.56,86.56,110.16,112.03,147.06,148.91,162.77,DHAMPURSUG
Employee Cost,59.03,71.2,72.83,74.44,80.68,121.19,118.24,138.01,136.47,142.9,DHAMPURSUG
Selling and admin,22.28,47.35,47.91,34.98,32.41,42.66,52.75,56.62,66.78,105.74,DHAMPURSUG
Other Expenses,38.01,31.44,27.61,24.33,65.36,50.0,36.04,31.17,39.75,43.93,DHAMPURSUG
Other Income,4.27,10.66,21.44,27.82,35.77,25.07,24.97,-0.86,13.0,-6.67,DHAMPURSUG
Depreciation,67.66,76.76,75.88,55.15,54.86,53.95,56.69,69.68,75.39,77.1,DHAMPURSUG
Interest,94.87,115.97,158.53,161.65,165.89,167.02,121.3,90.5,100.07,79.67,DHAMPURSUG
Profit before tax,44.04,39.3,-80.96,-51.69,37.46,324.85,210.69,320.96,202.99,305.03,DHAMPURSUG
Tax,15.5,16.54,-5.59,-41.33,5.51,89.98,53.53,66.0,-8.38,86.17,DHAMPURSUG
Net profit,28.54,22.76,-75.37,-10.36,31.95,234.87,157.16,254.96,211.37,218.86,DHAMPURSUG
