Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,513.69,509.69,718.26,541.69,576.37,802.24,684.94,832.44,682.85,726.78,TRIL
Raw Material Cost,424.69,423.61,602.32,461.88,483.4,618.07,573.92,610.08,538.18,538.36,TRIL
Change in Inventory,0.35,0.86,9.3,30.79,19.54,0.72,47.11,-48.23,22.59,-9.38,TRIL
Power and Fuel,5.35,5.87,8.16,8.34,6.91,6.83,9.1,9.75,9.26,7.73,TRIL
Other Mfr. Exp,5.37,17.59,27.09,22.83,27.46,24.11,31.71,34.12,36.65,30.32,TRIL
Employee Cost,29.64,19.24,23.78,23.1,22.81,26.59,30.26,29.84,29.81,26.05,TRIL
Selling and admin,24.14,21.78,24.89,24.67,21.24,42.69,26.52,39.05,31.92,41.37,TRIL
Other Expenses,2.4,2.49,3.02,2.73,1.62,4.38,2.47,3.83,13.47,9.94,TRIL
Other Income,6.54,5.14,3.91,3.41,4.8,7.53,6.95,12.25,16.95,9.7,TRIL
Depreciation,6.11,6.98,9.28,12.0,13.48,13.45,14.7,16.97,17.93,17.67,TRIL
Interest,9.7,12.05,25.27,29.94,36.33,41.22,43.45,44.9,44.46,44.92,TRIL
Profit before tax,13.18,6.08,7.66,-9.6,-12.54,33.15,6.87,7.92,0.71,10.74,TRIL
Tax,4.0,1.35,2.86,-3.15,-4.0,11.22,2.51,2.97,0.17,3.79,TRIL
Net profit,9.18,4.73,4.81,-6.45,-8.54,21.94,4.36,4.95,0.54,6.95,TRIL
