Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1555.8,1938.0,2202.5,2241.6,2301.8,2587.9,2419.2,1785.7,1988.4,2028.4,BIOCON
Raw Material Cost,782.8,915.7,991.5,1044.5,1023.9,1081.7,1051.2,857.6,859.1,761.6,BIOCON
Change in Inventory,41.4,17.9,-1.3,39.2,36.4,46.5,1.8,69.1,31.4,-36.7,BIOCON
Power and Fuel,97.7,142.4,161.5,165.2,155.1,145.6,161.0,152.4,193.3,186.0,BIOCON
Other Mfr. Exp,73.5,41.3,68.2,76.0,111.1,126.0,137.4,104.3,118.3,147.0,BIOCON
Employee Cost,192.2,228.6,267.5,286.5,323.9,366.9,410.4,292.1,347.4,392.4,BIOCON
Selling and admin,182.2,217.1,223.1,252.1,293.5,278.8,324.0,219.4,205.8,126.2,BIOCON
Other Expenses,-64.7,5.1,16.1,26.6,8.9,43.6,18.8,18.7,9.9,66.0,BIOCON
Other Income,66.6,37.6,60.6,127.3,279.2,98.8,124.7,422.0,366.0,150.2,BIOCON
Depreciation,94.0,95.1,124.4,128.1,139.7,150.6,136.1,92.3,98.0,103.5,BIOCON
Interest,1.7,1.2,0.9,0.8,1.9,3.8,1.0,2.6,1.2,0.4,BIOCON
Profit before tax,304.4,347.0,408.6,428.3,559.4,536.2,305.8,537.4,552.8,358.8,BIOCON
Tax,48.9,71.3,84.2,67.1,190.8,16.9,67.3,44.7,111.9,78.3,BIOCON
Net profit,255.5,275.7,324.4,361.2,368.6,519.3,238.5,492.7,440.9,280.5,BIOCON
