Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,10.22,10.49,9.28,5.65,9.55,7.53,10.42,7.89,5.23,10.98,KEYFINSERV
Raw Material Cost,,,,,,,,,,,KEYFINSERV
Change in Inventory,,,,,,,,,,,KEYFINSERV
Power and Fuel,0.07,0.03,0.03,0.03,0.03,0.03,0.03,,,,KEYFINSERV
Other Mfr. Exp,0.04,0.39,0.27,0.24,0.26,0.22,0.31,0.5,1.5,0.54,KEYFINSERV
Employee Cost,3.08,3.21,3.21,2.44,2.44,2.33,2.95,2.5,2.44,2.23,KEYFINSERV
Selling and admin,1.75,1.71,2.45,1.61,1.68,2.0,1.81,2.8,1.57,1.23,KEYFINSERV
Other Expenses,0.61,0.42,0.21,0.17,0.28,0.27,0.38,0.05,0.15,0.12,KEYFINSERV
Other Income,0.12,0.15,0.13,0.05,0.43,0.11,-0.12,0.66,0.32,0.29,KEYFINSERV
Depreciation,0.11,0.28,0.34,0.37,0.44,0.41,0.39,0.39,0.35,0.32,KEYFINSERV
Interest,0.07,0.07,0.05,0.05,0.03,0.01,,,,0.05,KEYFINSERV
Profit before tax,4.61,4.53,2.85,0.79,4.82,2.37,4.43,2.31,-0.46,6.78,KEYFINSERV
Tax,1.47,1.1,0.79,0.27,1.34,0.47,1.21,-0.12,-0.37,2.16,KEYFINSERV
Net profit,3.13,3.43,2.06,0.52,3.48,1.89,3.23,2.43,-0.09,4.62,KEYFINSERV
