Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3.87,3.68,4.21,4.92,3.42,4.14,3.81,3.64,2.87,3.74,KHANDSE
Raw Material Cost,,,,,,,,,,,KHANDSE
Change in Inventory,,,,,,,,-0.01,-0.09,-0.01,KHANDSE
Power and Fuel,0.15,0.14,0.15,0.15,0.16,0.16,0.1,0.09,0.07,0.04,KHANDSE
Other Mfr. Exp,0.22,0.17,0.17,0.15,0.2,0.25,0.2,0.2,0.2,0.27,KHANDSE
Employee Cost,2.84,1.94,1.9,1.72,1.55,1.95,1.97,2.53,2.42,2.51,KHANDSE
Selling and admin,2.15,1.51,1.41,1.61,1.6,1.7,1.73,2.31,3.29,1.57,KHANDSE
Other Expenses,0.42,0.34,0.24,0.12,0.09,0.85,0.03,0.3,0.08,0.05,KHANDSE
Other Income,2.12,0.72,0.17,0.15,0.07,0.82,0.03,2.46,0.75,0.03,KHANDSE
Depreciation,0.4,0.33,0.29,0.61,0.29,0.3,0.29,0.28,0.28,0.28,KHANDSE
Interest,0.4,0.33,0.5,0.53,0.32,0.35,0.28,0.23,0.82,0.74,KHANDSE
Profit before tax,-0.59,-0.36,-0.28,0.18,-0.72,-0.6,-0.76,0.15,-3.63,-1.7,KHANDSE
Tax,-0.04,-0.01,-0.01,-0.07,-0.01,0.01,-0.01,-0.04,-0.04,-0.05,KHANDSE
Net profit,-0.55,-0.35,-0.28,0.25,-0.7,-0.61,-0.75,0.19,-3.59,-1.65,KHANDSE
