Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,880.44,726.46,782.68,801.48,823.98,729.43,696.97,923.27,941.85,1088.54,PRAJIND
Raw Material Cost,548.76,416.51,400.09,418.45,392.32,387.94,365.22,505.88,478.96,624.9,PRAJIND
Change in Inventory,3.02,5.83,-10.03,-3.06,0.51,3.69,-1.05,2.66,-1.64,-3.54,PRAJIND
Power and Fuel,4.84,6.05,7.01,6.73,6.09,5.02,5.98,5.29,5.49,5.38,PRAJIND
Other Mfr. Exp,44.52,41.63,49.24,50.85,56.15,53.46,51.67,73.53,108.29,98.05,PRAJIND
Employee Cost,88.46,94.97,104.93,110.29,130.33,121.31,121.73,133.12,134.59,143.98,PRAJIND
Selling and admin,88.99,78.6,101.73,111.63,116.38,70.12,82.45,93.83,92.4,81.88,PRAJIND
Other Expenses,45.64,29.56,39.16,37.82,40.56,27.43,33.22,41.07,45.7,35.94,PRAJIND
Other Income,63.98,28.97,22.11,31.94,16.99,19.45,26.32,28.38,24.02,23.21,PRAJIND
Depreciation,14.17,12.89,13.94,26.13,21.5,19.13,21.26,19.99,18.8,19.07,PRAJIND
Interest,0.14,0.33,0.22,0.3,0.7,0.73,0.86,0.68,2.45,2.33,PRAJIND
Profit before tax,111.92,80.72,78.44,68.16,77.45,67.43,39.85,80.92,77.55,96.68,PRAJIND
Tax,46.09,14.54,16.03,-0.38,12.05,20.57,8.37,18.52,12.83,25.43,PRAJIND
Net profit,65.83,66.18,62.41,68.54,65.41,46.86,31.48,62.41,64.71,71.24,PRAJIND
