Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,62.39,62.39,62.39,62.44,62.46,62.49,62.51,62.55,62.58,62.6,HAVELLS
Reserves,1545.93,1807.83,2067.46,2313.35,2891.21,3211.09,3676.64,4129.65,4242.23,5101.85,HAVELLS
Borrowings,128.58,108.78,195.52,83.46,44.4,198.05,108.0,94.5,162.11,622.86,HAVELLS
Other Liabilities,910.05,879.28,1072.73,1189.6,1090.91,1488.36,2694.26,2838.96,2580.94,3032.91,HAVELLS
Total,2646.95,2858.28,3398.1,3648.85,4088.98,4959.99,6541.41,7125.66,7047.86,8820.22,HAVELLS
Net Block,777.56,903.72,906.28,985.19,1188.07,1265.75,2785.16,2903.83,3349.42,3290.3,HAVELLS
Capital Work in Progress,56.39,9.82,27.78,22.13,20.49,11.91,24.05,232.66,86.13,89.91,HAVELLS
Investments,775.07,791.92,882.52,1011.76,462.71,389.07,41.7,1.66,1.63,307.93,HAVELLS
Other Assets,1037.93,1152.82,1581.52,1629.77,2417.71,3293.26,3690.5,3987.51,3610.68,5132.08,HAVELLS
Total,2646.95,2858.28,3398.1,3648.85,4088.98,4959.99,6541.41,7125.66,7047.86,8820.22,HAVELLS
Receivables,159.71,130.17,136.49,132.51,157.64,228.5,325.4,406.58,240.92,560.31,HAVELLS
Inventory,648.88,663.03,682.71,689.72,784.36,928.43,1621.65,1918.97,1871.88,2619.89,HAVELLS
Cash & Bank,136.21,246.54,626.14,522.34,1365.21,1937.53,1526.17,1287.7,1106.92,1624.74,HAVELLS
No. of Equity Shares,124774812.0,124774812.0,124775100.0,624357810.0,624545820.0,624855342.0,625148473.0,625472910.0,625802834.0,626013006.0,HAVELLS
New Bonus Shares,,,,,,,,,,,HAVELLS
Face value,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HAVELLS
