Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,395.87,452.17,565.81,600.1,566.95,698.06,765.78,2206.96,1946.73,1965.59,JBMA
Raw Material Cost,273.37,310.38,415.3,422.05,426.07,457.21,524.43,1512.24,1396.18,1406.21,JBMA
Change in Inventory,0.73,-7.26,4.36,2.85,53.73,-19.14,4.17,-33.84,40.5,31.55,JBMA
Power and Fuel,6.66,7.56,9.04,10.8,11.16,12.47,13.75,39.64,33.53,32.15,JBMA
Other Mfr. Exp,23.13,23.29,20.47,22.58,23.74,22.19,31.01,98.48,84.18,103.75,JBMA
Employee Cost,35.4,39.28,43.69,58.48,71.63,84.87,84.96,216.55,203.99,201.44,JBMA
Selling and admin,10.96,12.69,20.36,23.91,25.02,24.58,27.18,47.31,38.56,48.48,JBMA
Other Expenses,0.97,0.28,-2.01,-0.77,0.1,1.19,0.02,0.99,0.6,3.46,JBMA
Other Income,1.42,6.94,6.48,10.41,11.22,25.84,10.81,24.66,15.41,12.6,JBMA
Depreciation,11.33,11.83,14.36,15.91,21.01,23.08,25.04,74.83,73.85,75.56,JBMA
Interest,24.78,25.95,21.54,21.22,28.41,30.22,27.0,59.4,64.27,56.64,JBMA
Profit before tax,11.42,20.59,33.9,39.18,24.76,48.95,47.37,148.34,107.48,82.05,JBMA
Tax,4.27,6.84,9.59,5.57,0.14,9.19,15.27,51.71,38.01,29.13,JBMA
Net profit,7.16,13.75,24.31,33.6,24.63,39.76,32.1,96.63,69.47,52.92,JBMA
