Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,114.71,93.01,106.93,143.04,153.17,166.17,199.18,196.61,178.05,184.59,HINDCOMPOS
Raw Material Cost,40.95,49.57,51.1,49.74,48.23,57.32,76.96,84.37,71.37,71.1,HINDCOMPOS
Change in Inventory,-0.88,0.2,-0.45,-0.87,0.14,0.94,0.52,1.08,1.35,-1.86,HINDCOMPOS
Power and Fuel,5.62,6.6,6.86,7.07,7.94,8.56,8.54,9.9,10.13,9.74,HINDCOMPOS
Other Mfr. Exp,8.4,8.3,10.04,11.14,12.62,14.85,19.23,19.77,18.76,18.96,HINDCOMPOS
Employee Cost,12.49,15.07,16.65,18.96,22.23,24.19,28.23,31.92,33.55,32.59,HINDCOMPOS
Selling and admin,14.35,16.37,18.9,21.8,17.35,15.8,20.84,18.56,17.66,15.83,HINDCOMPOS
Other Expenses,1.76,2.99,6.17,-2.48,14.58,7.57,9.05,8.08,8.38,6.83,HINDCOMPOS
Other Income,3.44,24.3,32.63,0.26,0.34,1.09,0.39,2.11,0.49,6.18,HINDCOMPOS
Depreciation,4.55,6.15,7.03,6.46,6.53,7.71,8.64,8.75,9.5,8.87,HINDCOMPOS
Interest,1.57,0.29,0.74,0.16,0.22,0.2,0.31,0.22,0.22,0.2,HINDCOMPOS
Profit before tax,27.58,12.17,21.62,29.58,23.95,32.0,28.29,18.23,10.32,24.79,HINDCOMPOS
Tax,6.66,1.96,4.42,3.77,3.22,7.11,2.92,-0.77,-1.72,3.8,HINDCOMPOS
Net profit,20.92,10.2,17.2,25.8,20.72,24.89,25.37,19.0,12.04,20.99,HINDCOMPOS
