Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.84,6.84,6.84,6.84,6.84,6.84,7.2,7.2,7.2,7.2,STERTOOLS
Reserves,75.21,82.11,93.73,110.47,126.52,157.35,240.83,277.0,301.5,327.43,STERTOOLS
Borrowings,93.15,87.69,65.42,72.43,69.15,40.16,34.29,99.29,75.02,105.44,STERTOOLS
Other Liabilities,38.79,33.3,40.8,46.24,47.24,66.51,72.44,78.22,61.71,76.94,STERTOOLS
Total,213.99,209.94,206.79,235.98,249.75,270.86,354.76,461.71,445.43,517.01,STERTOOLS
Net Block,100.9,106.79,109.47,130.13,138.3,154.64,148.62,181.71,253.37,245.33,STERTOOLS
Capital Work in Progress,1.0,0.49,2.75,0.41,1.06,,9.77,46.81,0.64,,STERTOOLS
Investments,3.75,3.75,4.76,5.88,5.88,17.87,72.4,72.34,33.63,45.77,STERTOOLS
Other Assets,108.34,98.91,89.81,99.56,104.51,98.35,123.97,160.85,157.79,225.91,STERTOOLS
Total,213.99,209.94,206.79,235.98,249.75,270.86,354.76,461.71,445.43,517.01,STERTOOLS
Receivables,40.54,36.91,34.79,38.99,36.06,34.23,45.47,41.38,28.07,41.56,STERTOOLS
Inventory,46.81,40.27,35.8,41.68,41.09,45.94,54.54,82.49,59.44,109.41,STERTOOLS
Cash & Bank,5.3,7.98,6.4,1.3,11.46,2.81,1.49,3.88,10.77,26.67,STERTOOLS
No. of Equity Shares,6844600.0,6844600.0,6844600.0,6844600.0,6844600.0,34223000.0,36024211.0,36024211.0,36024211.0,36024211.0,STERTOOLS
New Bonus Shares,,,,,,,,,,,STERTOOLS
Face value,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,STERTOOLS
