Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,227.37,287.3,277.07,181.52,164.18,173.02,95.16,147.9,64.72,12.58,GAL
Raw Material Cost,193.45,252.4,254.57,143.51,139.5,127.17,83.57,132.82,53.46,15.03,GAL
Change in Inventory,8.63,-6.23,2.1,-3.59,0.98,-0.73,8.33,-1.62,-5.56,-8.31,GAL
Power and Fuel,6.83,6.68,5.32,6.81,6.98,7.12,8.43,9.4,7.09,1.93,GAL
Other Mfr. Exp,6.2,3.53,4.53,3.64,7.44,4.66,4.59,3.89,3.32,1.26,GAL
Employee Cost,1.37,1.57,1.38,1.54,1.61,2.13,4.4,6.11,4.59,2.16,GAL
Selling and admin,12.31,13.22,9.29,6.77,7.05,16.98,2.84,3.17,3.49,0.9,GAL
Other Expenses,0.15,-11.32,-7.17,0.13,0.08,2.41,2.32,0.18,0.12,64.86,GAL
Other Income,0.45,1.64,4.46,1.55,4.58,0.21,0.16,1.02,8.75,0.23,GAL
Depreciation,3.62,3.68,4.12,5.58,10.58,9.2,7.89,6.65,5.54,4.54,GAL
Interest,8.5,10.4,10.72,10.51,11.68,12.12,10.2,6.6,5.96,6.17,GAL
Profit before tax,4.02,2.55,0.87,0.99,-15.18,-9.29,-20.59,-21.52,-15.66,-92.35,GAL
Tax,1.49,0.98,0.32,0.8,-1.93,-3.27,-2.79,-1.23,-1.97,-17.86,GAL
Net profit,2.53,1.58,0.55,0.2,-13.25,-6.02,-17.81,-20.3,-13.69,-74.49,GAL
