Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,84.7,84.7,84.7,84.7,84.7,84.7,84.7,169.41,169.41,169.41,GLAXO
Reserves,1835.23,1925.31,1932.49,1766.97,2119.94,1943.51,1995.25,1973.01,1670.63,1348.53,GLAXO
Borrowings,4.9,4.59,4.14,3.12,2.37,1.6,0.99,0.58,0.18,0.02,GLAXO
Other Liabilities,1086.23,1075.07,1128.54,1381.61,863.66,991.35,1884.08,1766.19,1291.3,1577.83,GLAXO
Total,3011.06,3089.67,3149.87,3236.4,3070.67,3021.16,3965.02,3909.19,3131.52,3095.79,GLAXO
Net Block,99.13,89.4,100.07,123.06,204.04,258.03,324.57,431.61,758.06,385.6,GLAXO
Capital Work in Progress,16.19,43.79,61.86,115.22,267.67,605.46,922.9,1002.64,120.12,13.21,GLAXO
Investments,159.8,102.58,57.67,47.67,53.63,47.67,47.67,24.55,24.49,24.49,GLAXO
Other Assets,2735.94,2853.9,2930.27,2950.45,2545.33,2110.0,2669.88,2450.39,2228.85,2672.49,GLAXO
Total,3011.06,3089.67,3149.87,3236.4,3070.67,3021.16,3965.02,3909.19,3131.52,3095.79,GLAXO
Receivables,85.31,115.9,96.39,100.32,126.57,170.8,146.96,120.49,99.8,215.6,GLAXO
Inventory,330.14,282.04,342.4,368.86,521.66,425.48,500.18,486.49,483.03,523.34,GLAXO
Cash & Bank,1984.09,2038.78,2027.14,1898.02,1377.68,882.23,1279.69,1155.33,1066.41,1157.68,GLAXO
No. of Equity Shares,84703017.0,84703017.0,84703017.0,84703017.0,84703017.0,84703017.0,84703017.0,169406034.0,169406034.0,169406034.0,GLAXO
New Bonus Shares,,,,,,,,84703017.0,84703017.0,84703017.0,GLAXO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GLAXO
