Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,51.23,57.77,81.66,104.84,124.57,129.25,145.57,151.93,132.74,161.08,WORTH
Raw Material Cost,34.65,39.58,58.59,74.45,85.95,87.25,99.48,104.18,87.27,110.68,WORTH
Change in Inventory,-0.05,0.13,0.23,-0.02,-0.33,0.29,0.16,0.05,0.03,-0.21,WORTH
Power and Fuel,1.49,,,,,2.81,3.18,3.71,3.8,3.88,WORTH
Other Mfr. Exp,1.94,,,,,3.24,2.5,12.17,11.03,12.78,WORTH
Employee Cost,1.79,2.62,3.87,5.18,6.91,7.91,8.38,8.97,8.85,10.04,WORTH
Selling and admin,3.84,,,,,13.66,12.06,3.7,3.89,4.09,WORTH
Other Expenses,4.08,8.53,10.91,14.94,18.29,0.21,0.33,0.41,0.73,0.74,WORTH
Other Income,0.08,1.58,2.57,2.95,2.83,5.89,3.37,2.13,5.58,8.5,WORTH
Depreciation,,1.45,1.74,2.42,3.14,3.08,3.31,3.52,4.36,4.85,WORTH
Interest,0.71,1.95,1.71,2.07,2.62,2.53,1.69,0.82,1.3,0.84,WORTH
Profit before tax,2.76,5.35,7.64,8.71,10.16,14.74,18.17,16.63,17.12,21.47,WORTH
Tax,,1.9,2.49,2.69,3.7,4.4,11.44,3.66,3.12,5.49,WORTH
Net profit,2.76,3.46,5.15,6.02,6.47,10.35,6.74,12.98,14.0,15.98,WORTH
