Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,290.5,242.55,339.77,310.67,296.97,295.66,338.74,447.5,359.74,387.95,KANORICHEM
Raw Material Cost,173.02,162.67,240.63,214.74,180.98,193.35,240.52,325.1,265.31,257.59,KANORICHEM
Change in Inventory,1.67,0.21,1.9,-4.37,-1.91,5.65,-1.64,-1.69,14.08,-13.55,KANORICHEM
Power and Fuel,42.68,30.28,29.48,33.48,29.49,25.42,27.82,30.02,30.0,25.23,KANORICHEM
Other Mfr. Exp,17.17,12.4,11.66,13.06,15.3,13.31,12.84,15.93,16.24,18.91,KANORICHEM
Employee Cost,21.33,17.56,18.4,19.62,21.97,22.99,25.79,28.21,33.66,29.28,KANORICHEM
Selling and admin,10.27,12.46,9.06,10.34,9.55,11.47,11.75,14.42,16.03,10.62,KANORICHEM
Other Expenses,6.86,3.0,7.12,0.63,4.68,6.14,5.2,5.54,5.28,4.26,KANORICHEM
Other Income,378.95,23.18,40.2,29.51,21.01,4.17,23.31,11.52,19.56,1.07,KANORICHEM
Depreciation,15.7,13.14,15.36,21.88,21.01,20.43,21.19,20.05,21.15,22.14,KANORICHEM
Interest,13.6,6.89,15.53,6.43,10.76,3.27,7.06,6.42,12.14,12.47,KANORICHEM
Profit before tax,370.49,7.54,34.63,15.63,22.33,9.1,8.24,11.64,-6.43,-5.03,KANORICHEM
Tax,64.87,2.78,7.33,0.35,5.34,-9.62,2.64,3.07,-5.61,-1.36,KANORICHEM
Net profit,305.62,4.77,27.3,15.29,16.99,18.72,5.6,8.57,-0.82,-3.67,KANORICHEM
