Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,711.36,997.36,1190.45,1150.02,1166.07,1685.68,2243.72,2018.33,2110.18,2685.64,DALMIASUG
Raw Material Cost,598.01,817.7,824.69,899.44,916.54,1112.88,1489.32,1736.24,1631.46,1873.84,DALMIASUG
Change in Inventory,89.73,131.01,-86.14,72.41,214.93,98.95,-215.33,328.02,224.49,45.14,DALMIASUG
Power and Fuel,28.77,14.86,12.96,32.48,24.69,53.24,54.9,53.42,54.21,34.4,DALMIASUG
Other Mfr. Exp,37.12,56.3,50.8,63.98,86.62,56.29,68.8,78.06,81.81,84.81,DALMIASUG
Employee Cost,41.1,53.48,66.01,75.12,76.69,108.27,108.91,118.88,133.93,143.88,DALMIASUG
Selling and admin,20.13,16.03,16.98,16.22,28.97,29.75,38.69,58.15,60.91,76.51,DALMIASUG
Other Expenses,15.08,20.08,25.05,22.28,20.61,45.89,34.11,64.55,34.43,45.74,DALMIASUG
Other Income,31.8,7.4,19.71,15.96,21.46,23.85,37.46,86.91,59.64,53.25,DALMIASUG
Depreciation,41.82,72.8,49.3,50.58,113.39,55.58,53.79,51.55,57.23,95.55,DALMIASUG
Interest,50.25,65.55,75.64,78.01,87.49,102.49,69.46,68.61,88.38,61.86,DALMIASUG
Profit before tax,0.61,18.97,2.59,0.28,47.46,244.09,147.87,203.8,251.95,367.44,DALMIASUG
Tax,-0.29,0.62,-0.44,-1.2,-10.99,57.32,13.77,16.42,53.94,97.94,DALMIASUG
Net profit,0.9,18.35,3.03,1.48,58.45,186.77,134.1,187.38,198.01,269.5,DALMIASUG
