Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3486.68,3575.28,3538.91,3836.24,4768.8,40.07,64.65,73.5,90.88,58.05,CHOLAHLDNG
Raw Material Cost,2199.23,2237.42,2184.75,2473.65,2443.87,,,,,,CHOLAHLDNG
Change in Inventory,37.47,-20.88,5.27,49.21,12.4,,,,,,CHOLAHLDNG
Power and Fuel,125.1,147.52,150.91,147.01,135.37,,,,,,CHOLAHLDNG
Other Mfr. Exp,265.51,270.13,276.2,311.37,346.82,,,,,,CHOLAHLDNG
Employee Cost,260.61,275.12,300.84,350.82,359.48,0.19,1.02,1.28,1.68,1.73,CHOLAHLDNG
Selling and admin,264.71,270.64,277.8,251.61,263.35,0.76,0.79,0.48,0.61,0.57,CHOLAHLDNG
Other Expenses,9.87,20.28,14.62,61.56,63.59,2.83,1.42,0.85,0.19,0.27,CHOLAHLDNG
Other Income,0.67,0.36,11.59,102.71,2.61,,0.02,0.02,0.02,0.09,CHOLAHLDNG
Depreciation,76.08,79.77,84.24,97.01,110.6,,,,0.01,0.01,CHOLAHLDNG
Interest,78.61,106.67,125.19,139.98,136.95,,,,1.48,21.66,CHOLAHLDNG
Profit before tax,245.1,147.21,141.22,155.15,923.78,36.29,61.44,70.91,86.93,33.9,CHOLAHLDNG
Tax,65.01,43.25,47.15,34.29,193.89,,2.05,4.38,3.6,12.19,CHOLAHLDNG
Net profit,180.09,103.96,94.07,120.86,729.89,36.29,59.39,66.53,83.33,21.71,CHOLAHLDNG
