Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,5558.39,6167.57,6946.08,7419.47,7748.16,8677.38,9752.86,11419.02,13210.75,13757.9,FEDERALBNK
Raw Material Cost,,,,,,,,,,,FEDERALBNK
Change in Inventory,,,,,,,,,,,FEDERALBNK
Power and Fuel,,,,,,,,,,,FEDERALBNK
Other Mfr. Exp,37.32,43.85,41.32,46.61,55.85,60.81,56.7,65.34,71.62,66.28,FEDERALBNK
Employee Cost,544.55,632.23,772.69,893.95,1054.57,1165.68,1244.23,1379.28,1774.58,2036.4,FEDERALBNK
Selling and admin,201.85,248.72,308.82,361.94,361.34,412.46,499.16,522.64,568.95,614.71,FEDERALBNK
Other Expenses,475.85,441.84,493.91,360.58,1019.05,1066.83,1474.81,1532.48,2013.17,2519.45,FEDERALBNK
Other Income,532.34,664.44,693.85,878.31,808.19,1081.81,1159.12,1351.02,1931.41,1944.91,FEDERALBNK
Depreciation,56.66,78.7,93.74,74.59,105.45,122.17,123.17,120.38,119.46,104.5,FEDERALBNK
Interest,3604.99,4192.91,4717.47,5039.06,5240.45,5624.74,6170.05,7242.68,8561.85,8224.2,FEDERALBNK
Profit before tax,1169.51,1193.76,1211.98,1521.05,719.64,1306.5,1343.86,1907.24,2032.53,2137.27,FEDERALBNK
Tax,392.71,355.59,373.1,515.29,244.0,475.71,465.01,663.36,489.75,546.97,FEDERALBNK
Net profit,776.8,838.17,838.89,1005.75,475.65,830.79,878.85,1243.89,1542.78,1590.3,FEDERALBNK
