Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,46.17,45.48,58.8,62.23,64.67,81.63,89.92,107.13,128.97,184.83,MBAPL
Raw Material Cost,28.53,30.09,31.96,39.81,37.62,38.59,39.67,51.61,67.07,93.82,MBAPL
Change in Inventory,-3.78,8.85,-3.66,-3.95,0.62,7.04,-0.99,3.55,9.83,3.41,MBAPL
Power and Fuel,,,,,2.51,3.98,4.36,4.75,4.97,6.42,MBAPL
Other Mfr. Exp,,,,,3.9,5.78,5.57,6.9,8.78,11.23,MBAPL
Employee Cost,0.49,1.5,1.63,1.37,1.62,2.36,2.82,5.66,7.99,11.35,MBAPL
Selling and admin,,,,,6.66,15.35,15.04,21.13,16.91,24.41,MBAPL
Other Expenses,5.99,10.97,11.05,10.72,0.81,1.3,0.95,-8.86,-1.64,-0.59,MBAPL
Other Income,0.14,0.28,0.16,6.2,0.12,4.17,0.03,0.27,0.22,0.15,MBAPL
Depreciation,1.02,1.78,1.85,3.42,3.53,7.1,8.07,10.39,10.41,9.37,MBAPL
Interest,1.7,4.83,3.32,3.26,2.83,5.12,5.2,3.62,3.06,3.8,MBAPL
Profit before tax,4.8,5.44,5.49,5.9,5.93,13.26,7.28,15.75,21.47,28.58,MBAPL
Tax,1.97,1.77,1.82,1.86,-3.28,1.52,2.16,4.32,6.63,8.33,MBAPL
Net profit,2.83,3.67,3.67,4.04,9.21,11.73,5.11,11.43,14.84,20.24,MBAPL
