Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,0.19,0.05,0.14,0.12,0.05,,,13.6,45.63,86.87,BALAXI
Raw Material Cost,,,,,,,,,32.83,63.33,BALAXI
Change in Inventory,,,,,,,,,,,BALAXI
Power and Fuel,,,,,,,,,,,BALAXI
Other Mfr. Exp,,,,,,,,10.3,,0.12,BALAXI
Employee Cost,0.01,0.01,0.01,0.02,0.06,0.07,0.15,0.9,2.23,2.52,BALAXI
Selling and admin,0.04,0.02,0.02,0.04,0.05,0.07,0.61,0.59,1.23,1.58,BALAXI
Other Expenses,,-0.01,,0.02,,-0.01,0.01,0.26,0.69,0.3,BALAXI
Other Income,,0.03,0.05,0.12,,,,0.89,0.59,1.81,BALAXI
Depreciation,,,,,,,,,0.01,0.09,BALAXI
Interest,,,0.01,0.01,0.05,0.04,,,0.05,0.15,BALAXI
Profit before tax,0.14,0.06,0.15,0.15,-0.11,-0.17,-0.77,2.44,9.18,20.59,BALAXI
Tax,0.02,0.01,0.04,0.04,-0.04,,,0.47,2.69,5.46,BALAXI
Net profit,0.12,0.04,0.11,0.1,-0.08,-0.17,-0.77,1.97,6.5,15.13,BALAXI
