Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,,,,,0.03,2.49,0.86,8.37,7.13,2.02,BHAGYAPROP
Raw Material Cost,,,,,,,,,,,BHAGYAPROP
Change in Inventory,,,,,,,,,,,BHAGYAPROP
Power and Fuel,,,,,0.01,,,,,,BHAGYAPROP
Other Mfr. Exp,,,,,0.01,0.46,0.02,0.8,0.44,0.15,BHAGYAPROP
Employee Cost,,,,,,0.24,0.45,0.99,1.53,1.25,BHAGYAPROP
Selling and admin,,0.04,,,,0.35,0.31,0.26,0.17,0.12,BHAGYAPROP
Other Expenses,0.02,,,,,0.01,-0.01,,0.14,0.15,BHAGYAPROP
Other Income,,,,,,,0.57,0.4,2.2,1.3,BHAGYAPROP
Depreciation,,,,0.01,0.01,0.01,0.01,0.02,0.12,0.12,BHAGYAPROP
Interest,,,,,,0.02,0.02,0.07,0.96,0.72,BHAGYAPROP
Profit before tax,-0.02,-0.04,,-0.01,,1.4,0.63,6.63,5.97,0.81,BHAGYAPROP
Tax,,,,,,0.27,0.11,0.09,,-0.57,BHAGYAPROP
Net profit,-0.02,-0.04,,-0.01,,1.13,0.51,6.54,5.96,1.37,BHAGYAPROP
