Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,ARENTERP
Reserves,14.48,14.94,15.43,15.86,16.04,18.87,19.16,19.85,12.28,15.06,ARENTERP
Borrowings,0.24,0.71,0.43,0.13,0.01,,,,,,ARENTERP
Other Liabilities,0.09,0.14,0.34,0.31,0.14,0.12,0.1,0.15,0.08,0.09,ARENTERP
Total,17.92,18.9,19.31,19.41,19.3,22.1,22.37,23.11,15.47,18.26,ARENTERP
Net Block,1.83,2.14,1.85,1.56,1.31,0.86,0.69,0.64,0.39,0.34,ARENTERP
Capital Work in Progress,3.92,2.92,2.87,2.87,2.87,,,,,,ARENTERP
Investments,1.97,2.98,2.98,2.96,2.46,5.55,5.82,6.05,4.01,6.54,ARENTERP
Other Assets,10.2,10.86,11.61,12.02,12.66,15.69,15.86,16.42,11.07,11.38,ARENTERP
Total,17.92,18.9,19.31,19.41,19.3,22.1,22.37,23.11,15.47,18.26,ARENTERP
Receivables,5.19,5.1,5.41,1.42,0.54,0.22,0.39,1.24,1.34,1.04,ARENTERP
Inventory,0.12,0.12,0.12,0.12,0.12,0.12,,,,,ARENTERP
Cash & Bank,0.84,0.98,1.85,2.59,4.41,0.12,0.8,1.58,2.55,2.51,ARENTERP
No. of Equity Shares,3108300.0,3108300.0,3108300.0,3108300.0,3108300.0,3108300.0,3108300.0,3108300.0,3108300.0,3108300.0,ARENTERP
New Bonus Shares,,,,,,,,,,,ARENTERP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ARENTERP
