Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,394.6,502.03,742.38,677.79,698.13,677.9,511.15,524.37,423.04,393.89,TTL
Raw Material Cost,293.33,357.27,557.59,491.23,507.05,515.41,101.76,399.66,286.12,233.85,TTL
Change in Inventory,-4.19,9.98,-9.05,10.26,2.04,3.37,-5.86,24.16,7.96,-21.65,TTL
Power and Fuel,19.96,27.69,34.92,42.76,48.52,42.58,31.09,28.91,26.65,22.63,TTL
Other Mfr. Exp,17.82,24.08,15.1,26.71,28.16,26.51,288.55,32.58,31.9,29.36,TTL
Employee Cost,14.38,17.48,20.89,26.63,28.76,27.78,26.3,23.39,26.63,20.15,TTL
Selling and admin,22.82,29.47,36.98,35.08,35.03,17.6,15.69,14.2,12.74,15.32,TTL
Other Expenses,11.46,3.09,3.35,2.74,3.62,15.07,12.08,12.99,11.95,11.14,TTL
Other Income,16.45,0.38,-0.03,0.03,3.95,12.3,6.76,3.68,1.88,-25.47,TTL
Depreciation,11.13,11.61,15.1,14.84,14.57,15.41,12.27,10.71,10.86,10.69,TTL
Interest,26.93,33.13,37.81,41.94,35.11,32.61,29.85,29.64,33.14,28.29,TTL
Profit before tax,-10.97,8.57,11.56,6.15,3.3,0.6,-5.54,0.13,-7.11,-24.66,TTL
Tax,-8.8,2.01,2.57,2.11,1.15,-1.56,9.2,-0.03,-5.85,-17.06,TTL
Net profit,-2.17,6.55,8.99,4.04,2.15,2.15,-14.74,0.16,-1.26,-7.6,TTL
