Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,5243.0,6001.9,16266.4,19162.7,20969.8,23165.4,23692.2,27228.1,29225.4,29640.9,TECHM
Raw Material Cost,,,,,,,,,,,TECHM
Change in Inventory,,,,,,,,,,,TECHM
Power and Fuel,55.0,60.0,120.4,119.2,129.3,136.7,136.2,136.3,143.4,95.5,TECHM
Other Mfr. Exp,1430.9,1671.2,4010.4,7049.6,8532.5,9978.9,10021.1,11543.7,13427.7,13357.2,TECHM
Employee Cost,2262.5,2513.8,6971.5,7201.2,7429.0,7744.4,8124.0,8447.3,9282.7,9162.6,TECHM
Selling and admin,629.5,535.9,1400.2,1385.0,1294.1,1432.1,1356.6,1579.2,1668.4,1078.4,TECHM
Other Expenses,34.3,44.7,213.0,139.5,207.1,201.5,155.0,352.5,958.8,616.9,TECHM
Other Income,-0.1,-93.1,200.7,183.5,1093.5,892.9,1728.0,959.8,2321.9,921.8,TECHM
Depreciation,150.5,157.0,427.0,473.3,541.7,622.2,656.3,659.2,667.4,662.3,TECHM
Interest,102.5,109.0,86.8,47.9,53.3,63.8,70.8,43.1,66.7,63.2,TECHM
Profit before tax,577.7,817.2,3237.8,2930.5,3876.3,3878.7,4900.2,5426.6,5332.2,5526.6,TECHM
Tax,117.1,164.7,552.3,674.3,703.5,831.4,906.3,1046.9,797.7,1287.5,TECHM
Net profit,460.6,652.5,2685.5,2256.2,3172.8,3047.3,3993.9,4379.7,4534.5,4239.1,TECHM
