Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,48.84,48.84,48.84,48.84,48.84,48.84,48.84,48.84,46.24,46.24,GREAVESCOT
Reserves,600.53,693.2,769.13,770.96,837.99,872.13,911.56,920.32,841.96,854.71,GREAVESCOT
Borrowings,20.37,2.37,0.04,,,,,,15.37,11.45,GREAVESCOT
Other Liabilities,421.9,435.42,382.06,299.1,286.0,324.56,381.22,439.99,386.4,416.44,GREAVESCOT
Total,1091.64,1179.83,1200.07,1118.9,1172.83,1245.53,1341.62,1409.15,1289.97,1328.84,GREAVESCOT
Net Block,325.95,368.04,368.1,325.18,282.64,291.97,277.11,261.05,305.57,267.3,GREAVESCOT
Capital Work in Progress,20.34,8.02,5.33,8.39,24.46,14.69,27.62,70.99,68.57,73.8,GREAVESCOT
Investments,111.42,93.89,178.06,284.37,359.39,407.31,502.64,492.05,176.59,176.59,GREAVESCOT
Other Assets,633.93,709.88,648.58,500.96,506.34,531.56,534.25,585.06,739.24,811.15,GREAVESCOT
Total,1091.64,1179.83,1200.07,1118.9,1172.83,1245.53,1341.62,1409.15,1289.97,1328.84,GREAVESCOT
Receivables,255.92,374.65,333.03,237.48,200.74,270.2,252.69,336.51,238.85,202.99,GREAVESCOT
Inventory,169.97,160.99,158.1,104.81,108.04,129.41,109.42,115.19,171.18,154.83,GREAVESCOT
Cash & Bank,70.25,41.35,33.99,34.42,20.6,12.69,33.09,42.36,188.23,275.81,GREAVESCOT
No. of Equity Shares,244206795.0,244206795.0,244206800.0,244206795.0,244206795.0,244206795.0,244206795.0,244206795.0,231206795.0,231206795.0,GREAVESCOT
New Bonus Shares,,,,,,,,,,,GREAVESCOT
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,GREAVESCOT
