Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,19.83,19.83,19.83,9.91,9.91,9.91,9.91,9.91,9.91,9.91,GOCLCORP
Reserves,1057.16,1084.63,1113.96,997.57,1006.7,358.64,366.09,375.83,365.93,385.23,GOCLCORP
Borrowings,265.6,283.4,179.32,10.27,3.89,0.46,9.82,4.75,5.37,2.86,GOCLCORP
Other Liabilities,258.89,257.28,260.09,134.81,124.47,145.72,128.19,134.37,175.17,177.69,GOCLCORP
Total,1601.48,1645.14,1573.2,1152.56,1144.97,514.73,514.01,524.86,556.38,575.69,GOCLCORP
Net Block,1006.92,1000.19,966.23,947.46,947.74,311.18,309.64,314.34,320.1,321.38,GOCLCORP
Capital Work in Progress,11.86,11.94,35.97,12.88,12.6,13.11,14.25,13.14,12.56,12.48,GOCLCORP
Investments,55.54,56.41,27.31,25.87,25.87,37.96,34.73,35.81,35.74,36.88,GOCLCORP
Other Assets,527.16,576.6,543.69,166.35,158.76,152.48,155.39,161.57,187.98,204.95,GOCLCORP
Total,1601.48,1645.14,1573.2,1152.56,1144.97,514.73,514.01,524.86,556.38,575.69,GOCLCORP
Receivables,110.38,135.34,147.99,34.79,24.18,26.31,16.59,20.89,17.47,19.23,GOCLCORP
Inventory,172.51,176.0,199.08,51.64,49.8,16.04,19.79,20.87,18.09,18.14,GOCLCORP
Cash & Bank,187.89,174.9,92.35,11.94,18.07,20.89,32.47,35.35,15.6,10.66,GOCLCORP
No. of Equity Shares,99144980.0,99144980.0,99144980.0,49572490.0,49572490.0,49572490.0,49572490.0,49572490.0,49572490.0,49572490.0,GOCLCORP
New Bonus Shares,,,,,,,,,,,GOCLCORP
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,GOCLCORP
