Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,931.56,1000.68,1186.78,1343.18,1408.63,1604.26,2050.72,2787.09,2970.54,2570.84,JKIL
Raw Material Cost,653.71,742.99,800.88,760.88,830.66,1059.36,1300.41,1751.28,1816.95,1612.11,JKIL
Change in Inventory,69.0,116.6,118.85,-38.45,-55.29,93.43,91.66,30.95,,,JKIL
Power and Fuel,3.84,8.28,13.2,16.74,10.75,10.81,16.09,29.59,34.79,32.81,JKIL
Other Mfr. Exp,128.32,102.36,152.55,137.02,102.49,125.93,121.11,75.16,88.94,105.23,JKIL
Employee Cost,29.24,48.7,78.65,77.12,81.54,129.82,203.23,254.14,308.84,240.5,JKIL
Selling and admin,20.76,40.91,12.77,19.99,20.48,46.77,54.67,96.78,174.03,162.2,JKIL
Other Expenses,14.73,6.66,41.76,42.43,59.14,74.4,125.66,174.8,118.08,106.61,JKIL
Other Income,6.72,8.85,10.81,13.05,17.47,31.1,28.53,28.12,28.3,25.29,JKIL
Depreciation,18.88,24.41,34.76,47.35,51.21,55.65,72.74,102.22,126.25,143.71,JKIL
Interest,36.62,40.64,57.64,76.76,61.65,66.2,70.34,93.9,97.69,104.39,JKIL
Profit before tax,101.18,111.18,124.23,139.49,152.89,159.85,206.66,268.29,233.27,88.57,JKIL
Tax,33.11,35.44,40.18,45.1,54.39,52.53,70.11,91.23,49.69,24.65,JKIL
Net profit,68.07,75.74,84.05,94.39,98.5,107.32,136.55,177.07,183.58,63.91,JKIL
