Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,21.34,23.44,26.74,30.49,47.65,48.75,48.75,49.37,49.67,49.67,SEQUENT
Reserves,105.37,74.13,12.86,97.63,1145.18,1208.58,899.87,868.42,836.54,979.84,SEQUENT
Borrowings,222.11,265.18,349.79,340.82,48.75,87.19,,44.05,35.07,5.22,SEQUENT
Other Liabilities,147.6,177.4,170.62,181.46,106.86,105.82,28.85,57.06,76.08,67.39,SEQUENT
Total,496.42,540.15,560.01,650.4,1348.44,1450.34,977.47,1018.9,997.36,1102.12,SEQUENT
Net Block,206.29,205.1,219.93,200.88,169.6,187.85,23.68,52.43,69.41,65.78,SEQUENT
Capital Work in Progress,17.57,21.51,11.12,8.93,19.97,32.26,3.12,0.03,3.72,4.34,SEQUENT
Investments,39.09,54.75,65.12,183.19,897.16,890.71,686.66,788.26,757.71,685.18,SEQUENT
Other Assets,233.47,258.79,263.84,257.4,261.71,339.52,264.01,178.18,166.52,346.82,SEQUENT
Total,496.42,540.15,560.01,650.4,1348.44,1450.34,977.47,1018.9,997.36,1102.12,SEQUENT
Receivables,82.48,70.16,79.66,98.77,73.75,113.03,78.47,42.9,40.79,61.44,SEQUENT
Inventory,63.12,82.67,101.25,66.88,56.19,62.53,13.83,25.33,31.42,45.79,SEQUENT
Cash & Bank,15.77,31.08,19.13,27.38,4.8,3.06,3.05,1.88,3.72,0.74,SEQUENT
No. of Equity Shares,21935191.0,24035191.0,27335190.0,30485190.0,238236195.0,243736195.0,243736195.0,246870995.0,248370995.0,248370995.0,SEQUENT
New Bonus Shares,,,,,,,,,,,SEQUENT
Face value,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,SEQUENT
