Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,105.5,112.44,114.35,116.63,120.21,117.06,126.3,129.98,144.56,128.44,URJA
Raw Material Cost,,,,,,114.71,124.05,129.4,148.57,123.98,URJA
Change in Inventory,0.21,-0.15,-0.01,-0.5,0.16,-0.23,0.09,1.32,5.99,-3.66,URJA
Power and Fuel,,,,0.01,0.01,0.01,0.01,0.02,0.02,0.01,URJA
Other Mfr. Exp,102.9,109.56,112.09,113.55,117.76,0.04,0.03,0.04,0.01,0.21,URJA
Employee Cost,0.73,0.72,0.52,0.66,0.85,0.81,1.14,1.35,0.89,0.67,URJA
Selling and admin,0.84,0.7,0.4,0.42,0.54,0.58,1.01,0.71,0.53,0.4,URJA
Other Expenses,0.03,,0.02,1.16,0.06,0.14,0.06,0.07,0.06,0.05,URJA
Other Income,,0.02,0.03,0.14,0.64,1.09,1.68,2.17,1.8,2.84,URJA
Depreciation,,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.14,URJA
Interest,0.18,0.18,0.09,0.17,0.21,0.06,0.04,,0.01,0.01,URJA
Profit before tax,1.03,1.14,1.24,0.29,1.56,1.55,1.71,1.86,2.25,2.15,URJA
Tax,0.31,0.39,0.4,0.09,0.52,0.52,0.57,0.55,0.63,0.43,URJA
Net profit,0.72,0.75,0.84,0.19,1.04,1.03,1.14,1.32,1.61,1.71,URJA
