Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,0.02,,,278.01,291.96,349.29,466.26,321.24,142.92,0.1,ANDHRACEMT
Raw Material Cost,,,,33.08,42.14,40.77,52.04,35.74,15.26,,ANDHRACEMT
Change in Inventory,,,,-1.03,-3.82,-5.07,3.43,-4.49,1.06,-0.09,ANDHRACEMT
Power and Fuel,0.87,7.09,1.16,90.29,95.86,128.86,200.53,140.5,65.48,5.91,ANDHRACEMT
Other Mfr. Exp,0.53,8.9,4.03,6.56,7.01,10.86,11.07,10.39,2.14,0.59,ANDHRACEMT
Employee Cost,21.68,10.52,3.58,16.85,16.16,28.5,29.1,26.11,22.43,16.05,ANDHRACEMT
Selling and admin,3.48,4.14,2.33,98.49,91.23,93.63,117.82,88.64,43.99,5.37,ANDHRACEMT
Other Expenses,0.48,1.08,3.46,7.15,1.71,2.68,4.26,2.09,2.42,1.33,ANDHRACEMT
Other Income,57.36,5.3,3.09,-35.82,2.88,2.33,45.34,-37.94,0.71,1.45,ANDHRACEMT
Depreciation,0.68,1.36,2.49,25.19,30.12,40.04,44.76,47.47,47.83,47.53,ANDHRACEMT
Interest,8.89,6.23,8.17,62.46,74.04,105.01,127.39,108.44,121.74,129.72,ANDHRACEMT
Profit before tax,20.77,-34.02,-22.13,-98.91,-67.25,-103.8,-71.94,-180.57,-176.6,-205.04,ANDHRACEMT
Tax,11.11,-13.34,56.08,-0.02,-0.37,-0.68,-0.84,-0.43,-8.28,,ANDHRACEMT
Net profit,9.67,-20.68,-78.21,-98.89,-66.88,-103.12,-71.09,-180.13,-168.32,-205.04,ANDHRACEMT
