Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,30.19,30.79,27.67,25.43,24.15,29.76,168.7,22.23,33.64,23.34,SILINV
Raw Material Cost,,,,,,,,,,,SILINV
Change in Inventory,,,,,,,,,,,SILINV
Power and Fuel,,,,,,,,,,,SILINV
Other Mfr. Exp,0.15,0.06,0.04,0.04,0.04,0.04,0.07,0.07,0.14,0.11,SILINV
Employee Cost,0.29,0.3,0.28,0.39,0.49,0.75,0.91,0.92,0.97,0.97,SILINV
Selling and admin,0.51,0.79,0.65,0.75,0.98,0.92,1.65,1.45,1.26,1.16,SILINV
Other Expenses,0.38,2.99,0.07,0.17,0.96,1.62,0.79,1.66,1.66,2.42,SILINV
Other Income,0.84,0.46,0.42,1.91,0.41,0.25,0.26,3.35,5.94,4.26,SILINV
Depreciation,0.06,0.06,0.06,0.08,0.12,0.14,0.14,0.13,0.13,0.13,SILINV
Interest,18.02,16.5,13.12,10.21,7.93,6.38,3.7,0.05,0.03,0.11,SILINV
Profit before tax,11.62,10.55,13.87,15.7,14.04,20.16,161.7,21.3,35.39,22.7,SILINV
Tax,1.29,1.88,2.05,2.88,1.49,2.97,32.9,3.69,3.89,5.41,SILINV
Net profit,10.33,8.66,11.82,12.82,12.55,17.19,128.8,17.6,31.5,17.29,SILINV
