Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,35.24,35.24,35.24,117.14,117.14,136.77,136.77,136.77,136.77,136.77,DBL
Reserves,226.24,476.0,669.13,755.83,944.98,1716.12,2320.29,3067.65,3469.22,3780.43,DBL
Borrowings,721.62,937.77,1258.92,2418.43,2511.42,2563.41,2941.25,3576.35,3256.22,3391.04,DBL
Other Liabilities,354.65,542.37,821.76,1263.75,1710.2,2233.01,3322.71,4125.88,4314.95,3917.19,DBL
Total,1337.75,1991.38,2785.05,4555.15,5283.74,6649.31,8721.02,10906.65,11177.16,11225.43,DBL
Net Block,533.13,547.5,639.09,1189.0,1420.39,1682.47,1831.92,2082.23,2027.55,1914.95,DBL
Capital Work in Progress,0.29,0.12,,,,,,,4.3,0.12,DBL
Investments,58.66,95.18,183.03,278.92,289.82,469.54,241.51,523.76,1144.44,1044.69,DBL
Other Assets,745.67,1348.58,1962.93,3087.23,3573.53,4497.3,6647.59,8300.66,8000.87,8265.67,DBL
Total,1337.75,1991.38,2785.05,4555.15,5283.74,6649.31,8721.02,10906.65,11177.16,11225.43,DBL
Receivables,274.6,670.72,1058.33,1263.65,911.86,1016.52,1384.43,1409.26,1239.74,1104.71,DBL
Inventory,197.21,362.81,521.94,947.62,1580.35,1663.86,2026.23,2503.76,2630.86,3029.39,DBL
Cash & Bank,92.82,52.14,66.83,234.19,105.93,113.7,161.3,188.8,321.92,292.21,DBL
No. of Equity Shares,35238132.0,35238132.0,35238132.0,117135000.0,117135065.0,136769768.0,136769768.0,136769768.0,136769768.0,136769768.0,DBL
New Bonus Shares,,,,70466264.0,,,,,,,DBL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,DBL
