Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,567.54,629.01,725.82,850.89,1004.76,1072.05,1038.21,967.73,1105.99,1240.3,INDOCO
Raw Material Cost,256.36,259.44,270.22,317.7,359.09,361.16,342.73,306.85,338.48,366.2,INDOCO
Change in Inventory,11.38,-3.13,1.05,19.25,11.12,1.56,-3.3,-13.32,8.05,12.13,INDOCO
Power and Fuel,18.48,16.37,18.26,20.39,21.72,23.12,26.62,28.49,34.75,36.89,INDOCO
Other Mfr. Exp,20.18,38.54,18.86,22.03,27.33,29.84,35.73,39.33,44.38,46.07,INDOCO
Employee Cost,81.93,107.79,129.1,139.7,181.49,216.17,220.52,231.47,255.49,273.1,INDOCO
Selling and admin,103.19,95.3,151.41,171.71,215.6,255.59,245.12,240.98,287.66,258.31,INDOCO
Other Expenses,14.06,15.9,18.92,33.4,39.93,30.78,29.17,30.38,29.68,48.02,INDOCO
Other Income,2.12,1.42,1.72,1.73,1.35,3.81,4.62,5.95,2.17,2.85,INDOCO
Depreciation,19.25,23.72,30.91,47.11,60.63,63.27,67.71,71.56,70.81,73.12,INDOCO
Interest,16.33,21.87,18.8,10.34,12.15,6.16,23.51,20.54,26.25,22.22,INDOCO
Profit before tax,51.26,48.37,72.11,109.49,99.29,91.33,48.42,-9.24,28.71,131.35,INDOCO
Tax,4.92,5.71,14.21,26.68,17.01,13.88,7.23,-6.4,4.46,38.95,INDOCO
Net profit,46.34,42.66,57.9,82.81,82.29,77.46,41.2,-2.84,24.25,92.39,INDOCO
