Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,267.86,277.14,319.42,395.32,432.75,491.83,615.81,673.89,620.8,766.03,GULPOLY
Raw Material Cost,107.13,110.1,125.84,168.92,198.88,262.89,319.55,361.42,362.02,365.27,GULPOLY
Change in Inventory,-2.46,2.21,2.03,0.62,-1.99,14.9,-1.96,0.78,8.48,-6.65,GULPOLY
Power and Fuel,46.65,41.57,51.43,55.22,50.21,55.22,82.99,88.27,66.28,83.11,GULPOLY
Other Mfr. Exp,33.98,37.14,42.27,52.85,56.92,62.21,68.96,70.7,66.03,96.86,GULPOLY
Employee Cost,9.23,10.03,11.88,14.48,17.11,20.48,22.43,22.33,21.68,28.61,GULPOLY
Selling and admin,36.08,34.53,49.0,56.4,54.48,44.11,49.85,46.77,43.3,50.79,GULPOLY
Other Expenses,-4.71,0.95,-5.58,-5.95,-7.61,1.36,1.06,1.53,1.1,4.01,GULPOLY
Other Income,1.12,2.06,2.08,2.98,4.63,4.13,1.83,1.96,0.95,1.87,GULPOLY
Depreciation,13.28,14.21,13.54,22.54,23.73,28.08,36.48,44.34,31.02,32.55,GULPOLY
Interest,3.27,4.26,3.55,2.64,3.85,6.18,10.81,14.26,11.38,6.55,GULPOLY
Profit before tax,21.61,28.62,31.6,31.82,37.82,30.33,23.55,27.01,27.42,93.5,GULPOLY
Tax,3.7,4.49,4.47,6.34,7.33,2.99,5.3,5.6,6.84,31.04,GULPOLY
Net profit,17.91,24.13,27.12,25.48,30.49,27.34,18.24,21.43,20.58,62.46,GULPOLY
