Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,435.68,557.85,622.34,715.55,1059.2,1958.0,2091.3,1986.3,1790.2,1653.5,NATCOPHARM
Raw Material Cost,133.2,186.21,166.7,179.46,304.1,589.5,413.2,364.6,452.9,546.9,NATCOPHARM
Change in Inventory,-1.08,21.25,15.97,8.76,47.8,16.7,24.7,25.5,55.9,46.9,NATCOPHARM
Power and Fuel,26.32,36.98,40.69,40.49,43.7,50.5,56.1,59.6,62.4,59.4,NATCOPHARM
Other Mfr. Exp,34.78,44.41,53.09,50.09,113.4,101.1,120.2,119.7,134.7,114.3,NATCOPHARM
Employee Cost,67.15,85.38,94.25,116.24,172.0,232.2,312.3,340.3,356.2,380.2,NATCOPHARM
Selling and admin,55.08,62.47,88.26,98.13,170.2,268.6,248.8,253.6,202.2,140.1,NATCOPHARM
Other Expenses,6.69,6.71,8.73,11.34,22.9,40.8,37.0,57.5,59.7,41.9,NATCOPHARM
Other Income,9.51,0.35,15.71,-1.56,12.9,13.2,39.4,129.8,123.8,101.1,NATCOPHARM
Depreciation,15.41,19.84,26.79,42.46,50.2,53.6,65.5,80.1,98.1,115.2,NATCOPHARM
Interest,22.96,25.12,34.06,30.13,21.9,17.5,14.7,18.8,20.6,11.3,NATCOPHARM
Profit before tax,82.52,112.33,141.45,154.41,221.5,634.1,887.6,847.4,583.1,392.2,NATCOPHARM
Tax,20.39,34.19,31.26,1.48,45.0,139.3,189.4,180.3,108.6,82.7,NATCOPHARM
Net profit,62.13,78.14,110.19,152.93,176.5,494.8,698.2,667.1,474.5,309.5,NATCOPHARM
