Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,348.12,365.32,370.12,398.71,426.81,466.11,482.29,513.89,470.98,423.39,RBL
Raw Material Cost,182.56,194.74,187.39,203.35,209.79,226.76,235.24,260.15,230.55,194.5,RBL
Change in Inventory,1.64,4.0,0.88,-0.49,2.32,2.35,-0.11,7.03,5.93,-7.6,RBL
Power and Fuel,19.43,27.6,23.17,22.97,23.86,24.44,22.73,25.15,22.86,19.22,RBL
Other Mfr. Exp,22.57,23.08,24.25,14.7,18.74,26.3,17.61,22.17,25.93,26.6,RBL
Employee Cost,46.23,49.33,52.61,60.93,70.25,81.47,67.86,76.39,76.85,65.79,RBL
Selling and admin,44.62,46.93,50.78,59.0,66.45,62.47,83.83,88.82,72.18,68.57,RBL
Other Expenses,-5.06,-5.2,-7.42,-8.22,-14.39,-26.53,-20.57,-19.65,-12.08,-19.09,RBL
Other Income,4.35,3.24,2.4,2.08,3.22,-10.57,3.28,6.06,10.37,11.41,RBL
Depreciation,15.1,17.87,18.22,20.95,18.91,19.5,23.71,24.25,26.29,24.42,RBL
Interest,6.76,7.29,7.67,6.02,3.26,0.78,0.16,0.39,0.02,0.25,RBL
Profit before tax,21.9,10.92,16.73,20.6,35.48,42.7,54.89,49.31,44.68,46.94,RBL
Tax,5.71,1.82,-0.48,4.49,9.72,7.77,19.14,12.78,10.34,15.14,RBL
Net profit,16.19,9.1,17.21,16.11,25.76,34.93,35.75,36.53,34.34,31.8,RBL
