Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,375.9,416.17,477.42,515.41,575.74,851.3,964.82,1058.49,1070.95,1112.28,SUPRAJIT
Raw Material Cost,253.6,273.96,311.7,330.93,363.82,516.35,599.13,674.91,661.27,721.81,SUPRAJIT
Change in Inventory,5.26,3.22,8.42,-0.08,0.22,-8.39,0.19,12.14,-3.35,20.15,SUPRAJIT
Power and Fuel,5.73,6.42,7.84,8.69,9.14,16.13,17.94,18.39,18.05,18.51,SUPRAJIT
Other Mfr. Exp,3.96,3.5,6.48,5.22,5.82,4.98,7.57,11.77,11.57,12.12,SUPRAJIT
Employee Cost,40.26,46.85,56.88,66.06,72.77,111.92,125.33,144.73,143.78,155.43,SUPRAJIT
Selling and admin,12.79,18.1,20.07,26.21,35.06,35.33,39.06,38.08,38.11,39.75,SUPRAJIT
Other Expenses,-1.27,-2.68,-2.81,-6.03,-9.94,7.3,2.87,4.07,4.94,4.22,SUPRAJIT
Other Income,2.92,8.15,2.71,3.53,6.89,11.52,22.77,30.66,-0.76,36.12,SUPRAJIT
Depreciation,5.12,5.67,6.95,7.5,8.43,15.89,18.44,20.26,25.91,24.03,SUPRAJIT
Interest,8.94,9.99,12.23,13.81,19.54,23.05,18.45,15.19,13.42,11.58,SUPRAJIT
Profit before tax,54.95,65.73,69.21,66.47,78.21,123.48,158.99,173.89,149.79,181.1,SUPRAJIT
Tax,15.73,18.27,21.56,21.86,28.24,37.8,54.35,59.07,26.47,43.18,SUPRAJIT
Net profit,39.22,47.45,47.66,44.61,49.97,85.69,104.64,114.82,123.33,137.92,SUPRAJIT
