Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.44,16.44,16.44,16.44,16.44,16.44,16.44,24.66,24.66,24.66,HIKAL
Reserves,443.38,434.81,489.47,517.03,548.46,588.55,652.96,731.56,791.86,908.76,HIKAL
Borrowings,507.43,583.58,545.85,547.14,504.95,597.85,635.09,660.91,645.86,610.25,HIKAL
Other Liabilities,173.14,157.12,218.99,212.32,206.24,176.63,237.22,268.38,305.61,369.57,HIKAL
Total,1140.39,1191.95,1270.75,1292.93,1276.09,1379.47,1541.71,1685.51,1767.99,1913.24,HIKAL
Net Block,578.4,660.76,644.14,639.35,623.18,668.33,633.59,712.96,735.22,712.55,HIKAL
Capital Work in Progress,74.75,48.54,61.17,61.66,66.13,62.76,117.88,78.69,160.82,254.24,HIKAL
Investments,18.17,3.13,3.13,3.13,3.13,3.63,2.61,1.03,0.69,0.62,HIKAL
Other Assets,469.07,479.52,562.31,588.79,583.65,644.75,787.63,892.83,871.26,945.83,HIKAL
Total,1140.39,1191.95,1270.75,1292.93,1276.09,1379.47,1541.71,1685.51,1767.99,1913.24,HIKAL
Receivables,98.74,84.63,88.74,127.97,112.31,256.47,287.37,349.72,340.44,485.53,HIKAL
Inventory,191.85,257.03,311.29,313.95,291.11,263.58,303.05,364.23,312.46,266.7,HIKAL
Cash & Bank,5.92,15.41,27.69,13.69,19.16,16.47,27.22,31.74,63.57,36.81,HIKAL
No. of Equity Shares,16440100.0,16440100.0,16440000.0,82200500.0,82200500.0,82200500.0,82200500.0,123300750.0,123300750.0,123300750.0,HIKAL
New Bonus Shares,,,,,,,,41100000.0,41100000.0,,HIKAL
Face value,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,HIKAL
