Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,56.64,121.81,190.33,114.01,497.17,34.59,56.96,33.33,20.54,113.5,RELIGARE
Raw Material Cost,,,,,,,,,,,RELIGARE
Change in Inventory,,,,,,,,,,,RELIGARE
Power and Fuel,3.66,1.27,6.9,7.25,7.91,2.78,3.52,3.52,1.23,0.02,RELIGARE
Other Mfr. Exp,2.53,0.09,0.01,0.02,0.01,0.08,0.83,0.94,2.84,1.26,RELIGARE
Employee Cost,46.34,2.17,1.03,3.84,2.92,4.39,19.34,13.98,15.83,19.84,RELIGARE
Selling and admin,90.82,52.21,57.61,36.92,20.88,26.94,29.77,18.57,19.0,15.19,RELIGARE
Other Expenses,85.06,72.76,26.29,-37.3,-24.12,-4.16,293.02,98.72,155.19,12.78,RELIGARE
Other Income,-635.39,-711.08,5.67,0.5,-278.58,-6.8,14.89,1.84,-129.95,5.28,RELIGARE
Depreciation,4.32,3.2,3.11,2.98,1.51,0.38,2.06,0.85,0.63,1.16,RELIGARE
Interest,5.86,34.51,223.15,193.72,110.0,155.63,56.71,44.7,6.03,4.18,RELIGARE
Profit before tax,-817.34,-755.48,-122.1,-92.92,99.48,-158.25,-333.4,-146.11,-310.16,64.35,RELIGARE
Tax,-1.13,5.47,7.41,10.59,15.64,0.99,-7.15,,,0.36,RELIGARE
Net profit,-816.21,-760.95,-129.5,-103.51,83.83,-159.24,-326.25,-146.11,-310.16,64.0,RELIGARE
