Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3373.25,3428.66,3391.73,3397.53,3123.96,2869.68,2371.91,1987.8,1536.36,1303.64,MTNL
Raw Material Cost,,,,,,,5.88,,,0.21,MTNL
Change in Inventory,,,,,,,,,,,MTNL
Power and Fuel,213.53,244.71,262.74,278.04,290.81,258.83,244.06,236.98,233.81,194.64,MTNL
Other Mfr. Exp,854.75,397.21,838.86,812.15,635.06,696.77,513.46,513.47,385.12,326.01,MTNL
Employee Cost,4141.39,5392.79,2892.99,2820.85,2835.22,2810.73,2640.08,2437.46,2215.3,495.95,MTNL
Selling and admin,262.71,221.68,257.5,225.43,244.94,251.27,237.99,229.31,151.6,199.52,MTNL
Other Expenses,-205.12,95.89,52.68,27.84,-64.64,-61.83,-98.11,-109.62,21.05,33.51,MTNL
Other Income,230.01,260.11,11791.66,444.37,880.56,676.73,732.59,616.48,688.33,474.98,MTNL
Depreciation,1496.22,1476.94,1165.74,1130.97,1151.59,1087.63,1028.68,983.7,971.95,879.65,MTNL
Interest,949.57,1180.67,1390.57,1440.01,1351.34,1448.47,1505.49,1703.18,1941.54,2110.92,MTNL
Profit before tax,-4109.79,-5321.12,8322.31,-2893.39,-2439.8,-2945.46,-2973.03,-3390.2,-3695.68,-2461.79,MTNL
Tax,,,497.18,,-492.26,-4.38,,,,,MTNL
Net profit,-4109.79,-5321.12,7825.13,-2893.39,-1947.54,-2941.08,-2973.03,-3390.2,-3695.68,-2461.79,MTNL
