Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2.25,2.25,2.25,2.25,6.75,6.9,6.9,6.9,13.8,13.8,BAJAJHCARE
Reserves,26.89,25.84,27.81,78.18,81.88,92.1,106.71,122.21,164.13,244.61,BAJAJHCARE
Borrowings,60.76,70.15,70.44,68.53,81.23,74.97,86.52,80.73,90.93,180.89,BAJAJHCARE
Other Liabilities,31.58,32.76,44.92,39.75,39.16,45.27,68.0,57.01,74.09,86.34,BAJAJHCARE
Total,121.48,131.0,145.42,188.71,209.02,219.24,268.13,266.85,342.95,525.64,BAJAJHCARE
Net Block,46.0,54.11,55.88,108.5,129.56,127.93,126.62,128.5,162.24,208.13,BAJAJHCARE
Capital Work in Progress,12.66,4.69,2.77,1.17,1.46,0.23,1.97,1.18,5.45,57.05,BAJAJHCARE
Investments,,,,,,,,,5.0,,BAJAJHCARE
Other Assets,62.82,72.2,86.77,79.04,78.0,91.08,139.54,137.17,170.26,260.46,BAJAJHCARE
Total,121.48,131.0,145.42,188.71,209.02,219.24,268.13,266.85,342.95,525.64,BAJAJHCARE
Receivables,34.73,44.58,54.76,51.52,42.95,52.69,80.38,78.13,98.48,98.88,BAJAJHCARE
Inventory,17.83,16.25,23.2,18.08,19.64,16.76,33.66,30.05,39.28,97.11,BAJAJHCARE
Cash & Bank,0.55,0.19,1.2,0.87,0.36,0.84,8.29,7.86,4.16,14.24,BAJAJHCARE
No. of Equity Shares,2250000.0,2250000.0,2250000.0,2250000.0,6750000.0,6899600.0,6899600.0,6899600.0,13799200.0,13799200.0,BAJAJHCARE
New Bonus Shares,,,,,,,,,,,BAJAJHCARE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BAJAJHCARE
