Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.74,10.54,11.44,11.44,11.44,12.34,12.34,12.34,12.34,12.34,VENUSREM
Reserves,300.35,376.92,455.97,454.79,432.99,381.89,355.65,328.61,319.91,374.09,VENUSREM
Borrowings,220.3,271.25,287.85,318.94,326.92,308.14,302.28,294.02,216.33,47.52,VENUSREM
Other Liabilities,56.35,70.76,80.77,59.63,62.71,65.1,78.22,97.19,95.68,112.86,VENUSREM
Total,586.74,729.47,836.03,844.8,834.06,767.47,748.49,732.16,644.26,546.81,VENUSREM
Net Block,335.86,380.92,416.09,425.77,433.52,389.38,369.93,346.89,271.47,244.2,VENUSREM
Capital Work in Progress,23.0,47.81,67.8,78.3,80.37,66.25,64.76,64.76,24.63,25.11,VENUSREM
Investments,28.74,28.74,28.74,28.74,28.74,28.74,0.14,0.14,0.14,0.14,VENUSREM
Other Assets,199.14,272.0,323.4,311.99,291.43,283.1,313.66,320.37,348.02,277.36,VENUSREM
Total,586.74,729.47,836.03,844.8,834.06,767.47,748.49,732.16,644.26,546.81,VENUSREM
Receivables,44.33,53.11,62.8,59.37,53.88,41.91,44.15,31.39,29.78,16.44,VENUSREM
Inventory,96.19,126.4,141.46,140.44,137.69,139.69,135.98,140.94,136.44,119.69,VENUSREM
Cash & Bank,2.91,6.26,4.38,3.52,3.04,3.15,3.64,1.28,1.44,27.8,VENUSREM
No. of Equity Shares,9741988.0,10541988.0,11441988.0,11441988.0,11441988.0,12341988.0,12341988.0,12341988.0,12341988.0,12341988.0,VENUSREM
New Bonus Shares,,,,,,,,,,,VENUSREM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,VENUSREM
