Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1008.26,709.79,68.16,,152.86,154.72,143.85,156.64,121.3,111.23,DIGISPICE
Raw Material Cost,828.31,543.42,66.43,,149.74,151.65,,,,,DIGISPICE
Change in Inventory,1.97,6.08,,,0.02,-0.02,-0.39,,,,DIGISPICE
Power and Fuel,0.23,1.99,1.76,1.26,1.65,1.57,2.16,2.12,1.9,0.65,DIGISPICE
Other Mfr. Exp,30.34,25.77,1.53,1.18,1.17,1.28,73.01,81.62,74.15,86.31,DIGISPICE
Employee Cost,50.07,25.24,9.78,9.93,3.33,2.76,47.79,50.31,36.24,23.89,DIGISPICE
Selling and admin,128.97,69.28,12.36,7.47,8.28,7.76,28.69,23.65,19.86,12.57,DIGISPICE
Other Expenses,21.53,4.86,0.84,-1.09,-62.24,1.69,12.66,3.23,0.57,0.43,DIGISPICE
Other Income,12.85,34.07,32.18,-312.03,-40.68,-68.46,-36.94,17.29,-57.4,18.67,DIGISPICE
Depreciation,8.84,8.17,5.1,5.7,70.78,6.97,9.34,8.94,9.18,7.51,DIGISPICE
Interest,1.5,0.84,0.16,0.03,,0.2,1.69,1.86,2.63,1.37,DIGISPICE
Profit before tax,-46.71,70.37,2.38,-336.51,-60.51,-87.64,-68.82,2.2,-80.63,-2.83,DIGISPICE
Tax,0.68,7.8,-2.17,,,-0.13,0.52,-5.77,-1.84,1.19,DIGISPICE
Net profit,-47.39,62.58,4.55,-336.51,-60.51,-87.5,-69.34,7.97,-78.79,-4.03,DIGISPICE
