Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,TPLPLASTEH
Reserves,20.61,25.06,30.43,36.09,44.65,53.56,63.43,71.52,78.84,84.23,TPLPLASTEH
Borrowings,41.86,40.71,42.85,41.85,23.64,36.7,55.67,58.26,39.09,28.56,TPLPLASTEH
Other Liabilities,33.31,43.61,39.54,37.3,54.21,49.58,65.33,64.47,68.12,62.97,TPLPLASTEH
Total,103.58,117.18,120.62,123.04,130.3,147.64,192.23,202.05,193.85,183.56,TPLPLASTEH
Net Block,48.19,48.0,47.01,45.0,48.61,50.86,65.82,62.58,61.33,56.5,TPLPLASTEH
Capital Work in Progress,2.02,1.83,,,1.2,6.13,4.15,6.92,7.22,7.41,TPLPLASTEH
Investments,,,,,,,1.0,1.0,1.0,1.0,TPLPLASTEH
Other Assets,53.37,67.35,73.61,78.04,80.49,90.65,121.26,131.55,124.3,118.65,TPLPLASTEH
Total,103.58,117.18,120.62,123.04,130.3,147.64,192.23,202.05,193.85,183.56,TPLPLASTEH
Receivables,30.1,34.06,42.64,35.39,43.4,43.55,47.52,51.52,44.73,42.07,TPLPLASTEH
Inventory,15.7,22.52,18.68,25.18,22.22,30.1,51.83,56.88,55.07,51.62,TPLPLASTEH
Cash & Bank,0.87,1.86,1.68,0.76,1.2,1.04,1.68,2.7,4.2,4.09,TPLPLASTEH
No. of Equity Shares,7800300.0,7800300.0,7800300.0,7800300.0,7800300.0,7800300.0,7800300.0,7800300.0,7800300.0,7800300.0,TPLPLASTEH
New Bonus Shares,,,,,,,,,,,TPLPLASTEH
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TPLPLASTEH
