Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,50.59,38.53,22.91,20.73,24.87,21.64,38.37,49.38,71.84,31.73,BFINVEST
Raw Material Cost,,,,,,,,,,,BFINVEST
Change in Inventory,-0.26,,,,,,,,,,BFINVEST
Power and Fuel,,,,,,,,,,,BFINVEST
Other Mfr. Exp,,,,,,,0.04,,0.12,0.02,BFINVEST
Employee Cost,0.18,,,0.01,0.39,0.44,0.68,1.68,2.2,1.03,BFINVEST
Selling and admin,1.48,2.18,1.41,0.77,0.85,2.69,2.6,2.73,2.43,2.92,BFINVEST
Other Expenses,0.23,0.28,0.48,0.25,0.7,0.26,-7.51,-0.01,1.18,1.85,BFINVEST
Other Income,3.44,-6.95,0.99,,0.12,0.13,-20.99,1.58,-3.56,0.5,BFINVEST
Depreciation,0.19,0.25,0.49,0.59,0.69,0.55,0.41,0.12,0.76,0.71,BFINVEST
Interest,0.6,0.06,0.1,0.05,0.06,0.01,0.01,0.02,0.06,0.01,BFINVEST
Profit before tax,51.09,28.81,21.42,19.06,22.3,17.82,21.15,46.42,61.53,25.69,BFINVEST
Tax,7.59,2.44,1.48,0.3,0.77,-0.02,0.69,3.16,3.02,7.35,BFINVEST
Net profit,43.5,26.37,19.95,18.75,21.53,17.83,20.46,43.27,58.51,18.35,BFINVEST
