Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,33.7,25.04,20.59,14.87,10.33,7.55,6.25,6.34,6.32,7.66,CYBERMEDIA
Raw Material Cost,4.43,2.64,0.72,0.61,0.52,0.3,0.21,0.19,0.19,,CYBERMEDIA
Change in Inventory,-0.1,-0.08,,,,-0.2,-0.82,,,,CYBERMEDIA
Power and Fuel,0.21,0.16,0.14,0.23,0.09,0.15,0.15,0.42,0.31,0.11,CYBERMEDIA
Other Mfr. Exp,0.16,0.07,0.19,0.16,0.12,0.33,0.2,0.29,2.53,2.74,CYBERMEDIA
Employee Cost,10.37,9.25,6.43,5.91,5.64,6.6,4.33,3.76,3.57,3.3,CYBERMEDIA
Selling and admin,17.18,13.28,12.13,8.37,5.94,3.67,2.15,2.99,0.68,0.65,CYBERMEDIA
Other Expenses,-3.65,-2.02,-3.17,2.22,5.02,-0.19,0.7,0.17,0.26,0.3,CYBERMEDIA
Other Income,0.6,0.14,0.38,0.56,-2.93,0.72,5.35,3.49,-24.16,0.1,CYBERMEDIA
Depreciation,1.65,1.43,1.75,1.54,1.12,0.48,1.15,0.14,0.08,0.09,CYBERMEDIA
Interest,2.39,3.59,3.87,4.03,0.66,1.27,1.62,1.34,1.06,0.92,CYBERMEDIA
Profit before tax,1.46,-3.3,-1.09,-7.64,-11.71,-4.54,0.27,0.53,-26.52,-0.35,CYBERMEDIA
Tax,1.05,-0.9,-0.5,-1.74,-0.57,-1.63,0.17,2.11,,,CYBERMEDIA
Net profit,0.41,-2.41,-0.59,-5.9,-11.14,-2.91,0.1,-1.58,-26.52,-0.35,CYBERMEDIA
