Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,69.38,69.38,69.38,69.38,69.38,69.38,69.38,69.38,69.38,69.38,TNPL
Reserves,901.31,966.1,1076.6,1132.26,1440.22,1635.27,1533.75,1582.3,1643.53,1527.39,TNPL
Borrowings,1733.79,1500.21,1475.12,2065.66,2686.88,2823.43,2425.59,1958.64,2204.61,2733.4,TNPL
Other Liabilities,850.42,945.33,1091.55,1430.19,1222.22,1106.32,1495.94,1921.16,1659.13,1653.15,TNPL
Total,3554.9,3481.02,3712.65,4697.49,5418.7,5634.4,5524.66,5531.48,5576.65,5983.32,TNPL
Net Block,2177.93,2105.07,2433.21,2409.6,2432.1,4098.95,4070.87,3888.15,3734.45,3515.13,TNPL
Capital Work in Progress,308.85,457.15,94.99,631.23,1814.55,59.02,18.14,14.48,61.7,939.24,TNPL
Investments,1.14,1.14,1.14,1.14,6.35,1.07,1.03,0.67,0.28,0.55,TNPL
Other Assets,1066.98,917.66,1183.31,1655.52,1165.7,1475.36,1434.62,1628.18,1780.22,1528.4,TNPL
Total,3554.9,3481.02,3712.65,4697.49,5418.7,5634.4,5524.66,5531.48,5576.65,5983.32,TNPL
Receivables,363.9,276.94,376.74,501.36,485.77,533.94,603.49,441.62,527.56,377.47,TNPL
Inventory,336.82,264.42,285.36,433.37,387.3,571.33,484.17,860.79,846.04,677.88,TNPL
Cash & Bank,19.74,24.51,12.21,20.33,16.21,21.45,27.2,51.44,5.61,12.22,TNPL
No. of Equity Shares,69210600.0,69377000.0,69377800.0,69377800.0,69377800.0,69377800.0,69377800.0,69377800.0,69377800.0,69377800.0,TNPL
New Bonus Shares,,,,,,,,,,,TNPL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TNPL
