Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,1.49,1.69,2.0,2.0,98.35,98.35,112.46,112.46,112.46,112.46,GTPL
Reserves,192.7,249.86,314.7,331.03,253.88,293.13,550.21,551.21,541.02,640.13,GTPL
Borrowings,81.94,158.56,216.31,188.74,390.09,463.39,253.09,262.29,178.01,125.28,GTPL
Other Liabilities,146.62,184.36,309.33,369.83,455.84,431.54,475.61,551.94,715.42,727.33,GTPL
Total,422.75,594.47,842.34,891.6,1198.16,1286.41,1391.37,1477.9,1546.91,1605.2,GTPL
Net Block,183.8,268.44,439.92,451.41,552.01,613.78,628.95,583.86,647.22,644.34,GTPL
Capital Work in Progress,3.57,14.86,6.18,1.51,1.95,7.45,4.96,0.64,4.2,2.49,GTPL
Investments,95.99,95.92,107.01,127.65,138.46,155.25,195.51,207.9,180.8,165.33,GTPL
Other Assets,139.39,215.25,289.23,311.03,505.74,509.93,561.95,685.5,714.69,793.04,GTPL
Total,422.75,594.47,842.34,891.6,1198.16,1286.41,1391.37,1477.9,1546.91,1605.2,GTPL
Receivables,62.61,80.76,165.87,187.56,245.03,301.31,324.72,307.23,274.71,371.39,GTPL
Inventory,,,,,,,,24.97,22.53,7.88,GTPL
Cash & Bank,20.64,35.49,31.7,49.74,66.01,84.8,108.56,117.25,51.9,87.41,GTPL
No. of Equity Shares,1485000.0,1693000.0,2000000.0,2000000.0,98345388.0,98345388.0,112463038.0,112463038.0,112463038.0,112463038.0,GTPL
New Bonus Shares,,,,,95946720.0,,,,,,GTPL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GTPL
