Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,337.46,361.27,735.43,1113.62,1415.99,1284.12,1463.82,1695.38,1773.27,1664.0,STARCEMENT
Raw Material Cost,38.46,49.89,299.41,433.4,587.51,593.99,581.7,684.65,735.51,735.56,STARCEMENT
Change in Inventory,-5.29,6.15,16.77,-7.52,5.95,0.98,-3.16,-11.2,6.54,3.61,STARCEMENT
Power and Fuel,79.79,113.42,70.8,75.74,94.55,89.48,107.81,135.39,167.5,134.01,STARCEMENT
Other Mfr. Exp,22.01,10.27,19.08,48.69,53.82,52.2,53.36,68.4,70.65,77.7,STARCEMENT
Employee Cost,23.31,26.94,44.27,50.87,62.24,70.06,63.75,72.72,82.1,86.71,STARCEMENT
Selling and admin,88.98,91.62,242.17,310.56,442.43,278.47,305.08,382.7,405.48,349.1,STARCEMENT
Other Expenses,7.31,8.29,12.91,11.33,16.14,20.72,24.09,32.09,32.76,43.55,STARCEMENT
Other Income,-3.08,1.92,1.32,0.47,0.39,2.41,3.85,39.51,28.07,-8.15,STARCEMENT
Depreciation,17.23,20.84,45.32,86.46,60.64,40.35,57.45,46.49,43.32,47.73,STARCEMENT
Interest,11.83,16.99,34.86,44.52,49.13,56.15,43.43,20.88,19.56,12.56,STARCEMENT
Profit before tax,40.17,31.08,-15.3,45.0,55.87,86.09,227.84,280.37,251.0,172.54,STARCEMENT
Tax,-0.31,0.4,0.39,-1.02,-0.44,6.07,17.07,24.48,32.29,15.27,STARCEMENT
Net profit,40.48,30.69,-15.69,46.03,56.3,80.02,210.78,255.89,218.71,157.27,STARCEMENT
