Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.29,18.43,18.43,18.43,18.43,18.43,18.43,18.43,18.43,18.43,INDOCO
Reserves,367.66,395.61,438.54,499.95,558.02,633.45,657.13,642.65,661.73,750.5,INDOCO
Borrowings,114.16,118.41,90.63,94.23,139.05,279.54,282.0,296.31,261.71,258.2,INDOCO
Other Liabilities,157.44,156.89,178.49,228.93,223.81,265.82,280.45,300.91,330.45,289.44,INDOCO
Total,651.55,689.34,726.09,841.54,939.31,1197.24,1238.01,1258.3,1272.32,1316.57,INDOCO
Net Block,301.63,321.43,325.28,339.41,373.26,439.75,488.73,467.52,589.62,569.91,INDOCO
Capital Work in Progress,32.61,37.78,44.12,62.71,54.8,90.63,135.56,185.43,50.7,68.1,INDOCO
Investments,0.12,0.4,0.45,0.64,18.29,2.82,2.61,2.44,2.45,2.45,INDOCO
Other Assets,317.19,329.73,356.24,438.78,492.96,664.04,611.11,602.91,629.55,676.11,INDOCO
Total,651.55,689.34,726.09,841.54,939.31,1197.24,1238.01,1258.3,1272.32,1316.57,INDOCO
Receivables,113.71,127.08,137.25,153.64,187.72,215.73,207.83,194.47,209.18,233.58,INDOCO
Inventory,101.89,92.76,108.26,146.2,164.47,185.04,193.23,183.37,208.24,237.81,INDOCO
Cash & Bank,10.48,11.81,13.14,15.28,12.44,62.4,11.81,36.18,37.65,14.05,INDOCO
No. of Equity Shares,12286714.0,92150355.0,92150355.0,92150355.0,92150355.0,92150355.0,92150355.0,92150355.0,92150355.0,92150355.0,INDOCO
New Bonus Shares,,,,,,,,,,,INDOCO
Face value,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,INDOCO
